program,provnamn,skol_kod,andel_e
Vård- och omsorgsprogrammet,Svenska 1,75340089,"62,5"
Fordons- och transportprogrammet,Svenska 1,36670439,..
Industritekniska programmet,Svenska 1,36670439,..
Vård- och omsorgsprogrammet,Svenska 1,36670439,"64,3"
Barn- och fritidsprogrammet,Svenska 1,22220001,..
Bygg- och anläggningsprogrammet,Svenska 1,22220001,"31,8"
El- och energiprogrammet,Svenska 1,22220001,..
Handels- och administrationsprogrammet,Svenska 1,22220001,..
Industritekniska programmet,Svenska 1,55421481,..
Vård- och omsorgsprogrammet,Svenska 1,99356671,.
Bygg- och anläggningsprogrammet,Svenska 1,16702464,..
El- och energiprogrammet,Svenska 1,16702464,..
Handels- och administrationsprogrammet,Svenska 1,16702464,..
Industritekniska programmet,Svenska 1,16702464,..
Barn- och fritidsprogrammet,Svenska 1,71353314,..
Bygg- och anläggningsprogrammet,Svenska 1,36252055,"58,3"
El- och energiprogrammet,Svenska 1,36252055,"43,2"
Hantverksprogrammet,Svenska 1,14355031,..
Hotell- och turismprogrammet,Svenska 1,22426680,..
Fordons- och transportprogrammet,Svenska 1,83805032,"61,9"
Bygg- och anläggningsprogrammet,Svenska 1,48862305,"64,1"
VVS- och fastighetsprogrammet,Svenska 1,48862305,"60,0"
El- och energiprogrammet,Svenska 1,32887559,"74,2"
Industritekniska programmet,Svenska 1,32887559,..
Vård- och omsorgsprogrammet,Svenska 1,71541108,"57,1"
Barn- och fritidsprogrammet,Svenska 1,69471748,..
Restaurang- och livsmedelsprogrammet,Svenska 1,69471748,"45,0"
Barn- och fritidsprogrammet,Svenska 1,93239262,"20,5"
Naturbruksprogrammet,Svenska 1,25745773,"21,9"
Handels- och administrationsprogrammet,Svenska 1,14278480,..
Hantverksprogrammet,Svenska 1,14278480,"42,1"
Barn- och fritidsprogrammet,Svenska 1,17204216,..
Bygg- och anläggningsprogrammet,Svenska 1,17204216,"66,7"
Handels- och administrationsprogrammet,Svenska 1,17204216,..
Hantverksprogrammet,Svenska 1,17204216,..
Hotell- och turismprogrammet,Svenska 1,17204216,..
VVS- och fastighetsprogrammet,Svenska 1,17204216,..
Hantverksprogrammet,Svenska 1,28023078,"48,1"
Vård- och omsorgsprogrammet,Svenska 1,28023078,"66,7"
El- och energiprogrammet,Svenska 1,43284031,"35,7"
Naturbruksprogrammet,Svenska 1,43284031,"26,3"
Barn- och fritidsprogrammet,Svenska 1,13963517,..
Bygg- och anläggningsprogrammet,Svenska 1,13963517,..
El- och energiprogrammet,Svenska 1,13963517,..
Hantverksprogrammet,Svenska 1,13963517,..
Restaurang- och livsmedelsprogrammet,Svenska 1,13963517,..
VVS- och fastighetsprogrammet,Svenska 1,13963517,..
Vård- och omsorgsprogrammet,Svenska 1,13963517,..
El- och energiprogrammet,Svenska 1,26267406,..
Naturbruksprogrammet,Svenska 1,26267406,..
VVS- och fastighetsprogrammet,Svenska 1,26267406,..
Bygg- och anläggningsprogrammet,Svenska 1,31255918,"47,6"
El- och energiprogrammet,Svenska 1,31255918,"38,9"
Fordons- och transportprogrammet,Svenska 1,31255918,"38,5"
Handels- och administrationsprogrammet,Svenska 1,51955293,"44,0"
Vård- och omsorgsprogrammet,Svenska 1,51955293,..
Fordons- och transportprogrammet,Svenska 1,35035671,..
Handels- och administrationsprogrammet,Svenska 1,12130801,..
El- och energiprogrammet,Svenska 1,51736304,"38,5"
Hantverksprogrammet,Svenska 1,51736304,..
Bygg- och anläggningsprogrammet,Svenska 1,53180719,..
El- och energiprogrammet,Svenska 1,53180719,..
Fordons- och transportprogrammet,Svenska 1,53180719,..
Handels- och administrationsprogrammet,Svenska 1,53180719,..
Hantverksprogrammet,Svenska 1,53180719,..
Industritekniska programmet,Svenska 1,53180719,..
VVS- och fastighetsprogrammet,Svenska 1,53180719,..
El- och energiprogrammet,Svenska 1,27489137,"24,0"
Industritekniska programmet,Svenska 1,15609112,..
VVS- och fastighetsprogrammet,Svenska 1,15609112,"61,5"
Hotell- och turismprogrammet,Svenska 1,60424371,..
Restaurang- och livsmedelsprogrammet,Svenska 1,60424371,"29,6"
Barn- och fritidsprogrammet,Svenska 1,68655578,"34,3"
Bygg- och anläggningsprogrammet,Svenska 1,68655578,"56,8"
Flygteknikutbildningen,Svenska 1,17062663,..
Fordons- och transportprogrammet,Svenska 1,17062663,"63,3"
Handels- och administrationsprogrammet,Svenska 1,68741484,..
Vård- och omsorgsprogrammet,Svenska 1,68741484,..
Naturbruksprogrammet,Svenska 1,56267421,..
Naturbruksprogrammet,Svenska 1,34990065,"31,5"
Bygg- och anläggningsprogrammet,Svenska 1,37054246,..
El- och energiprogrammet,Svenska 1,37054246,"66,7"
Restaurang- och livsmedelsprogrammet,Svenska 1,37054246,..
Industritekniska programmet,Svenska 1,39199869,..
Bygg- och anläggningsprogrammet,Svenska 1,62216381,"50,0"
El- och energiprogrammet,Svenska 1,62216381,"61,5"
Barn- och fritidsprogrammet,Svenska 1,31179045,"26,1"
Handels- och administrationsprogrammet,Svenska 1,31179045,"55,6"
Vård- och omsorgsprogrammet,Svenska 1,31179045,..
Hantverksprogrammet,Svenska 1,72421673,"34,8"
Barn- och fritidsprogrammet,Svenska 1,59655752,..
Handels- och administrationsprogrammet,Svenska 1,59655752,"60,0"
El- och energiprogrammet,Svenska 1,88750078,"53,3"
Fordons- och transportprogrammet,Svenska 1,88750078,"35,7"
Industritekniska programmet,Svenska 1,88750078,"62,5"
Hantverksprogrammet,Svenska 1,41878314,..
Handels- och administrationsprogrammet,Svenska 1,41555549,"54,5"
Hotell- och turismprogrammet,Svenska 1,41555549,..
Industritekniska programmet,Svenska 1,41555549,..
Vård- och omsorgsprogrammet,Svenska 1,41555549,..
Naturbruksprogrammet,Svenska 1,32003298,"63,6"
El- och energiprogrammet,Svenska 1,22383788,"44,4"
Fordons- och transportprogrammet,Svenska 1,85459854,"57,1"
VVS- och fastighetsprogrammet,Svenska 1,85459854,..
El- och energiprogrammet,Svenska 1,81876614,..
Barn- och fritidsprogrammet,Svenska 1,18711877,..
Bygg- och anläggningsprogrammet,Svenska 1,18711877,..
Handels- och administrationsprogrammet,Svenska 1,18711877,..
Hantverksprogrammet,Svenska 1,18711877,..
Restaurang- och livsmedelsprogrammet,Svenska 1,18711877,..
Vård- och omsorgsprogrammet,Svenska 1,18711877,"35,3"
Barn- och fritidsprogrammet,Svenska 1,67071618,"62,5"
Industritekniska programmet,Svenska 1,67071618,"52,6"
El- och energiprogrammet,Svenska 1,75324351,..
Handels- och administrationsprogrammet,Svenska 1,75324351,..
Industritekniska programmet,Svenska 1,75324351,..
Vård- och omsorgsprogrammet,Svenska 1,75324351,..
Fordons- och transportprogrammet,Svenska 1,21862642,..
Bygg- och anläggningsprogrammet,Svenska 1,61229217,"40,0"
El- och energiprogrammet,Svenska 1,61229217,..
Fordons- och transportprogrammet,Svenska 1,61229217,..
El- och energiprogrammet,Svenska 1,58929357,..
Industritekniska programmet,Svenska 1,58929357,.
Naturbruksprogrammet,Svenska 1,42517257,"32,6"
Vård- och omsorgsprogrammet,Svenska 1,70376604,"40,0"
Barn- och fritidsprogrammet,Svenska 1,18617410,"19,2"
Bygg- och anläggningsprogrammet,Svenska 1,41697930,"35,5"
El- och energiprogrammet,Svenska 1,41697930,"70,4"
VVS- och fastighetsprogrammet,Svenska 1,41697930,"53,8"
Handels- och administrationsprogrammet,Svenska 1,28025244,..
Restaurang- och livsmedelsprogrammet,Svenska 1,28025244,"66,7"
El- och energiprogrammet,Svenska 1,17184072,..
Industritekniska programmet,Svenska 1,17184072,..
Barn- och fritidsprogrammet,Svenska 1,40338843,..
Handels- och administrationsprogrammet,Svenska 1,40338843,"46,7"
Bygg- och anläggningsprogrammet,Svenska 1,77440824,..
El- och energiprogrammet,Svenska 1,77440824,..
Industritekniska programmet,Svenska 1,77440824,..
Flygteknikutbildningen,Svenska 1,71069359,"35,3"
Naturbruksprogrammet,Svenska 1,86896907,"42,9"
El- och energiprogrammet,Svenska 1,14292382,..
Naturbruksprogrammet,Svenska 1,14292382,"20,0"
Barn- och fritidsprogrammet,Svenska 1,87859089,"53,3"
El- och energiprogrammet,Svenska 1,87859089,..
Fordons- och transportprogrammet,Svenska 1,87859089,..
Bygg- och anläggningsprogrammet,Svenska 1,54764253,"72,2"
Naturbruksprogrammet,Svenska 1,54764253,"54,8"
Barn- och fritidsprogrammet,Svenska 1,98908403,..
Bygg- och anläggningsprogrammet,Svenska 1,98908403,"66,7"
Bygg- och anläggningsprogrammet,Svenska 1,16493131,..
El- och energiprogrammet,Svenska 1,16493131,..
Fordons- och transportprogrammet,Svenska 1,16493131,"65,2"
Handels- och administrationsprogrammet,Svenska 1,16493131,"35,0"
Industritekniska programmet,Svenska 1,16493131,"46,7"
Restaurang- och livsmedelsprogrammet,Svenska 1,16493131,"57,1"
Vård- och omsorgsprogrammet,Svenska 1,16493131,..
Industritekniska programmet,Svenska 1,41119610,..
Flygteknikutbildningen,Svenska 1,48304166,"25,0"
Fordons- och transportprogrammet,Svenska 1,48304166,"54,5"
Handels- och administrationsprogrammet,Svenska 1,48304166,"52,9"
Restaurang- och livsmedelsprogrammet,Svenska 1,48304166,..
Vård- och omsorgsprogrammet,Svenska 1,48304166,..
Barn- och fritidsprogrammet,Svenska 1,24982097,..
Bygg- och anläggningsprogrammet,Svenska 1,24982097,..
El- och energiprogrammet,Svenska 1,24982097,..
Handels- och administrationsprogrammet,Svenska 1,24982097,..
VVS- och fastighetsprogrammet,Svenska 1,24982097,..
Naturbruksprogrammet,Svenska 1,97104132,..
Barn- och fritidsprogrammet,Svenska 1,68597767,..
El- och energiprogrammet,Svenska 1,68597767,..
Restaurang- och livsmedelsprogrammet,Svenska 1,68597767,..
Bygg- och anläggningsprogrammet,Svenska 1,27964873,"64,3"
Fordons- och transportprogrammet,Svenska 1,27964873,"62,1"
Hotell- och turismprogrammet,Svenska 1,27964873,..
Bygg- och anläggningsprogrammet,Svenska 1,30706655,..
Fordons- och transportprogrammet,Svenska 1,30706655,"55,6"
Handels- och administrationsprogrammet,Svenska 1,30706655,"55,6"
Vård- och omsorgsprogrammet,Svenska 1,65674821,..
Naturbruksprogrammet,Svenska 1,46332927,"41,2"
Bygg- och anläggningsprogrammet,Svenska 1,78690637,"35,3"
Fordons- och transportprogrammet,Svenska 1,78690637,"60,0"
Hotell- och turismprogrammet,Svenska 1,78690637,..
VVS- och fastighetsprogrammet,Svenska 1,78690637,..
Bygg- och anläggningsprogrammet,Svenska 1,24653673,..
Fordons- och transportprogrammet,Svenska 1,24653673,..
Barn- och fritidsprogrammet,Svenska 1,38048202,"48,1"
El- och energiprogrammet,Svenska 1,38048202,"25,0"
Handels- och administrationsprogrammet,Svenska 1,38048202,"42,3"
Industritekniska programmet,Svenska 1,38048202,"62,5"
Vård- och omsorgsprogrammet,Svenska 1,38048202,"52,9"
Barn- och fritidsprogrammet,Svenska 1,90990441,..
El- och energiprogrammet,Svenska 1,90990441,..
Hantverksprogrammet,Svenska 1,90990441,"66,7"
Naturbruksprogrammet,Svenska 1,86319615,"47,8"
Bygg- och anläggningsprogrammet,Svenska 1,87303004,..
Fordons- och transportprogrammet,Svenska 1,87303004,..
Handels- och administrationsprogrammet,Svenska 1,87303004,..
Hotell- och turismprogrammet,Svenska 1,87303004,..
Vård- och omsorgsprogrammet,Svenska 1,87303004,..
Bygg- och anläggningsprogrammet,Svenska 1,97835550,..
Fordons- och transportprogrammet,Svenska 1,97835550,..
Vård- och omsorgsprogrammet,Svenska 1,97835550,..
Bygg- och anläggningsprogrammet,Svenska 1,22446331,..
Fordons- och transportprogrammet,Svenska 1,22446331,"59,1"
Naturbruksprogrammet,Svenska 1,22446331,..
El- och energiprogrammet,Svenska 1,26671095,"62,5"
Bygg- och anläggningsprogrammet,Svenska 1,42911621,"21,4"
El- och energiprogrammet,Svenska 1,42911621,"60,9"
Hantverksprogrammet,Svenska 1,42911621,"73,3"
Industritekniska programmet,Svenska 1,42911621,..
VVS- och fastighetsprogrammet,Svenska 1,42911621,"61,5"
Barn- och fritidsprogrammet,Svenska 1,40575001,"71,4"
Fordons- och transportprogrammet,Svenska 1,40575001,"51,4"
Restaurang- och livsmedelsprogrammet,Svenska 1,40575001,"50,0"
Restaurang- och livsmedelsprogrammet,Svenska 1,43998440,..
Industritekniska programmet,Svenska 1,75027822,"33,3"
Barn- och fritidsprogrammet,Svenska 1,26508763,..
Hantverksprogrammet,Svenska 1,26508763,"55,6"
Hotell- och turismprogrammet,Svenska 1,26508763,"53,3"
Vård- och omsorgsprogrammet,Svenska 1,26508763,"30,0"
Bygg- och anläggningsprogrammet,Svenska 1,14504503,..
Fordons- och transportprogrammet,Svenska 1,14504503,..
Handels- och administrationsprogrammet,Svenska 1,14504503,..
Hantverksprogrammet,Svenska 1,14504503,..
Vård- och omsorgsprogrammet,Svenska 1,14504503,..
Industritekniska programmet,Svenska 1,21850904,..
Handels- och administrationsprogrammet,Svenska 1,77544055,"26,9"
Vård- och omsorgsprogrammet,Svenska 1,16198647,"35,8"
Restaurang- och livsmedelsprogrammet,Svenska 1,12496135,..
Vård- och omsorgsprogrammet,Svenska 1,12496135,"50,0"
Barn- och fritidsprogrammet,Svenska 1,76903284,"54,5"
Bygg- och anläggningsprogrammet,Svenska 1,76903284,..
Fordons- och transportprogrammet,Svenska 1,76903284,"48,1"
Handels- och administrationsprogrammet,Svenska 1,76903284,..
Vård- och omsorgsprogrammet,Svenska 1,68649663,..
El- och energiprogrammet,Svenska 1,15870428,"50,0"
Handels- och administrationsprogrammet,Svenska 1,15870428,..
Bygg- och anläggningsprogrammet,Svenska 1,70119254,"50,0"
Barn- och fritidsprogrammet,Svenska 1,79346084,"50,0"
El- och energiprogrammet,Svenska 1,79346084,..
Bygg- och anläggningsprogrammet,Svenska 1,34222422,..
Hantverksprogrammet,Svenska 1,34222422,..
Naturbruksprogrammet,Svenska 1,34222422,.
Hantverksprogrammet,Svenska 1,84230226,..
Bygg- och anläggningsprogrammet,Svenska 1,42060237,"66,7"
Handels- och administrationsprogrammet,Svenska 1,42060237,..
Hantverksprogrammet,Svenska 1,42060237,..
Restaurang- och livsmedelsprogrammet,Svenska 1,42060237,..
VVS- och fastighetsprogrammet,Svenska 1,42060237,..
Vård- och omsorgsprogrammet,Svenska 1,42060237,..
Barn- och fritidsprogrammet,Svenska 1,89816391,"54,5"
Fordons- och transportprogrammet,Svenska 1,89816391,"69,2"
El- och energiprogrammet,Svenska 1,14448619,"33,3"
Handels- och administrationsprogrammet,Svenska 1,14448619,"53,8"
Hotell- och turismprogrammet,Svenska 1,14448619,..
Industritekniska programmet,Svenska 1,12546590,"30,0"
El- och energiprogrammet,Svenska 1,94167577,"54,5"
Handels- och administrationsprogrammet,Svenska 1,27023528,"33,3"
Hotell- och turismprogrammet,Svenska 1,27023528,..
Barn- och fritidsprogrammet,Svenska 1,53903798,"41,2"
Vård- och omsorgsprogrammet,Svenska 1,53903798,..
Bygg- och anläggningsprogrammet,Svenska 1,85782695,"41,7"
Handels- och administrationsprogrammet,Svenska 1,85782695,..
Naturbruksprogrammet,Svenska 1,98815582,"21,9"
Vård- och omsorgsprogrammet,Svenska 1,97770837,..
El- och energiprogrammet,Svenska 1,21312503,"60,7"
El- och energiprogrammet,Svenska 1,14926020,..
VVS- och fastighetsprogrammet,Svenska 1,14926020,..
Barn- och fritidsprogrammet,Svenska 1,33132452,..
El- och energiprogrammet,Svenska 1,33132452,"45,5"
Handels- och administrationsprogrammet,Svenska 1,33132452,"41,7"
Hantverksprogrammet,Svenska 1,33132452,..
Vård- och omsorgsprogrammet,Svenska 1,33132452,..
Handels- och administrationsprogrammet,Svenska 1,56942970,..
Hotell- och turismprogrammet,Svenska 1,56653353,..
Restaurang- och livsmedelsprogrammet,Svenska 1,56653353,"44,2"
Handels- och administrationsprogrammet,Svenska 1,97510495,"33,3"
Vård- och omsorgsprogrammet,Svenska 1,95618280,"31,0"
Vård- och omsorgsprogrammet,Svenska 1,26326048,..
Barn- och fritidsprogrammet,Svenska 1,17675502,..
Handels- och administrationsprogrammet,Svenska 1,17675502,..
Handels- och administrationsprogrammet,Svenska 1,75600007,..
Handels- och administrationsprogrammet,Svenska 1,15278518,"29,8"
El- och energiprogrammet,Svenska 1,15390992,"25,0"
Hantverksprogrammet,Svenska 1,63943560,.
Handels- och administrationsprogrammet,Svenska 1,85516596,..
Hantverksprogrammet,Svenska 1,85516596,"45,7"
VVS- och fastighetsprogrammet,Svenska 1,31998226,..
Bygg- och anläggningsprogrammet,Svenska 1,38236800,..
El- och energiprogrammet,Svenska 1,38236800,..
Fordons- och transportprogrammet,Svenska 1,38236800,..
Handels- och administrationsprogrammet,Svenska 1,38236800,"62,5"
Hantverksprogrammet,Svenska 1,38236800,"60,0"
Hotell- och turismprogrammet,Svenska 1,38236800,..
Fordons- och transportprogrammet,Svenska 1,59026584,"61,1"
Hantverksprogrammet,Svenska 1,59026584,"57,1"
Naturbruksprogrammet,Svenska 1,59026584,"29,6"
VVS- och fastighetsprogrammet,Svenska 1,79829846,"56,4"
Sjöfartsutbildningen,Svenska 1,20061769,"50,0"
El- och energiprogrammet,Svenska 1,95154882,..
Naturbruksprogrammet,Svenska 1,52333875,"26,3"
El- och energiprogrammet,Svenska 1,65666808,"57,7"
Hantverksprogrammet,Svenska 1,65666808,"43,6"
Restaurang- och livsmedelsprogrammet,Svenska 1,24397215,"28,6"
Hotell- och turismprogrammet,Svenska 1,30677562,"47,2"
Restaurang- och livsmedelsprogrammet,Svenska 1,30677562,"50,0"
Fordons- och transportprogrammet,Svenska 1,85054102,"38,9"
Fordons- och transportprogrammet,Svenska 1,87274273,"44,4"
Bygg- och anläggningsprogrammet,Svenska 1,41631104,"36,8"
VVS- och fastighetsprogrammet,Svenska 1,41631104,..
Hantverksprogrammet,Svenska 1,80357110,..
El- och energiprogrammet,Svenska 1,18451445,..
Industritekniska programmet,Svenska 1,18451445,..
El- och energiprogrammet,Svenska 1,31313926,"50,0"
Bygg- och anläggningsprogrammet,Svenska 1,16501673,..
El- och energiprogrammet,Svenska 1,16501673,..
Fordons- och transportprogrammet,Svenska 1,16501673,..
Handels- och administrationsprogrammet,Svenska 1,16501673,..
Hantverksprogrammet,Svenska 1,16501673,..
Vård- och omsorgsprogrammet,Svenska 1,16501673,"37,5"
Bygg- och anläggningsprogrammet,Svenska 1,26298615,"41,2"
Fordons- och transportprogrammet,Svenska 1,26298615,"46,2"
Barn- och fritidsprogrammet,Svenska 1,50104466,..
Fordons- och transportprogrammet,Svenska 1,50104466,..
El- och energiprogrammet,Svenska 1,79845033,"60,9"
Handels- och administrationsprogrammet,Svenska 1,79845033,"53,3"
Restaurang- och livsmedelsprogrammet,Svenska 1,79845033,.
Vård- och omsorgsprogrammet,Svenska 1,79845033,..
Barn- och fritidsprogrammet,Svenska 1,41099519,..
Bygg- och anläggningsprogrammet,Svenska 1,41099519,..
El- och energiprogrammet,Svenska 1,41099519,..
Fordons- och transportprogrammet,Svenska 1,41099519,..
Handels- och administrationsprogrammet,Svenska 1,41099519,"30,0"
Hotell- och turismprogrammet,Svenska 1,41099519,..
Restaurang- och livsmedelsprogrammet,Svenska 1,41099519,..
Vård- och omsorgsprogrammet,Svenska 1,41099519,..
Bygg- och anläggningsprogrammet,Svenska 1,59386837,..
Vård- och omsorgsprogrammet,Svenska 1,59386837,..
Restaurang- och livsmedelsprogrammet,Svenska 1,21627442,"27,8"
El- och energiprogrammet,Svenska 1,17276047,..
Bygg- och anläggningsprogrammet,Svenska 1,73217812,..
Fordons- och transportprogrammet,Svenska 1,73217812,..
Hantverksprogrammet,Svenska 1,73217812,"41,7"
El- och energiprogrammet,Svenska 1,48244956,..
Hantverksprogrammet,Svenska 1,36769815,..
Bygg- och anläggningsprogrammet,Svenska 1,16931486,..
El- och energiprogrammet,Svenska 1,16931486,..
Fordons- och transportprogrammet,Svenska 1,16931486,..
Industritekniska programmet,Svenska 1,16931486,..
Restaurang- och livsmedelsprogrammet,Svenska 1,16931486,..
VVS- och fastighetsprogrammet,Svenska 1,16931486,..
Vård- och omsorgsprogrammet,Svenska 1,16931486,..
Naturbruksprogrammet,Svenska 1,92489953,"35,3"
Handels- och administrationsprogrammet,Svenska 1,55825382,"38,9"
Hotell- och turismprogrammet,Svenska 1,55825382,..
Restaurang- och livsmedelsprogrammet,Svenska 1,19306558,..
Barn- och fritidsprogrammet,Svenska 1,24993048,..
Hantverksprogrammet,Svenska 1,24993048,..
Bygg- och anläggningsprogrammet,Svenska 1,70132092,"64,3"
El- och energiprogrammet,Svenska 1,70132092,"67,9"
Industritekniska programmet,Svenska 1,70132092,"62,5"
Bygg- och anläggningsprogrammet,Svenska 1,65034473,..
Fordons- och transportprogrammet,Svenska 1,65034473,..
Hantverksprogrammet,Svenska 1,65034473,"31,3"
Fordons- och transportprogrammet,Svenska 1,13084253,"78,6"
Vård- och omsorgsprogrammet,Svenska 1,32321364,..
Handels- och administrationsprogrammet,Svenska 1,59942080,..
Industritekniska programmet,Svenska 1,66273269,"55,6"
Fordons- och transportprogrammet,Svenska 1,82888663,"17,9"
Naturbruksprogrammet,Svenska 1,82888663,"60,0"
Bygg- och anläggningsprogrammet,Svenska 1,11275959,..
Fordons- och transportprogrammet,Svenska 1,11275959,"35,6"
Naturbruksprogrammet,Svenska 1,11275959,"33,3"
Barn- och fritidsprogrammet,Svenska 1,58518163,"75,0"
Naturbruksprogrammet,Svenska 1,50615280,"25,0"
Naturbruksprogrammet,Svenska 1,19035583,"33,3"
Bygg- och anläggningsprogrammet,Svenska 1,27993549,"44,0"
El- och energiprogrammet,Svenska 1,27993549,"100,0"
Fordons- och transportprogrammet,Svenska 1,27993549,"50,0"
Vård- och omsorgsprogrammet,Svenska 1,27993549,..
Bygg- och anläggningsprogrammet,Svenska 1,90312942,"53,3"
El- och energiprogrammet,Svenska 1,90312942,"36,4"
Fordons- och transportprogrammet,Svenska 1,90312942,..
Handels- och administrationsprogrammet,Svenska 1,90312942,..
Hotell- och turismprogrammet,Svenska 1,90312942,"63,6"
Industritekniska programmet,Svenska 1,90312942,..
Bygg- och anläggningsprogrammet,Svenska 1,19839859,"77,8"
Fordons- och transportprogrammet,Svenska 1,19839859,..
Industritekniska programmet,Svenska 1,19839859,..
VVS- och fastighetsprogrammet,Svenska 1,19839859,..
Vård- och omsorgsprogrammet,Svenska 1,19839859,..
Naturbruksprogrammet,Svenska 1,80280597,..
Industritekniska programmet,Svenska 1,67628478,.
Barn- och fritidsprogrammet,Svenska 1,29159460,..
El- och energiprogrammet,Svenska 1,29159460,..
Fordons- och transportprogrammet,Svenska 1,29159460,..
Hantverksprogrammet,Svenska 1,29159460,..
Hotell- och turismprogrammet,Svenska 1,29159460,..
Naturbruksprogrammet,Svenska 1,29159460,..
Vård- och omsorgsprogrammet,Svenska 1,29159460,..
Bygg- och anläggningsprogrammet,Svenska 1,43601850,"45,5"
El- och energiprogrammet,Svenska 1,43601850,..
Fordons- och transportprogrammet,Svenska 1,43601850,..
VVS- och fastighetsprogrammet,Svenska 1,43601850,"50,0"
Naturbruksprogrammet,Svenska 1,89630851,..
El- och energiprogrammet,Svenska 1,86351879,"40,0"
Industritekniska programmet,Svenska 1,86351879,..
El- och energiprogrammet,Svenska 1,90260899,..
Fordons- och transportprogrammet,Svenska 1,90260899,"46,2"
Barn- och fritidsprogrammet,Svenska 1,69302313,"100,0"
Industritekniska programmet,Svenska 1,69302313,..
Barn- och fritidsprogrammet,Svenska 1,31057219,"66,7"
Bygg- och anläggningsprogrammet,Svenska 1,31057219,"75,0"
El- och energiprogrammet,Svenska 1,31057219,"66,7"
Fordons- och transportprogrammet,Svenska 1,31057219,"26,3"
Vård- och omsorgsprogrammet,Svenska 1,31057219,"71,4"
El- och energiprogrammet,Svenska 1,27079521,..
Fordons- och transportprogrammet,Svenska 1,27079521,"55,6"
Handels- och administrationsprogrammet,Svenska 1,27079521,"50,0"
Restaurang- och livsmedelsprogrammet,Svenska 1,27079521,..
Barn- och fritidsprogrammet,Svenska 1,64579522,..
Industritekniska programmet,Svenska 1,64579522,..
Naturbruksprogrammet,Svenska 1,65234368,"15,3"
Bygg- och anläggningsprogrammet,Svenska 1,34381901,..
Fordons- och transportprogrammet,Svenska 1,34381901,..
Handels- och administrationsprogrammet,Svenska 1,34381901,..
Industritekniska programmet,Svenska 1,34381901,"66,7"
Vård- och omsorgsprogrammet,Svenska 1,34381901,..
Bygg- och anläggningsprogrammet,Svenska 1,96414537,"55,6"
El- och energiprogrammet,Svenska 1,96414537,..
Handels- och administrationsprogrammet,Svenska 1,96414537,..
Industritekniska programmet,Svenska 1,96414537,..
Vård- och omsorgsprogrammet,Svenska 1,96414537,..
Bygg- och anläggningsprogrammet,Svenska 1,99394620,"72,7"
El- och energiprogrammet,Svenska 1,95368476,..
Fordons- och transportprogrammet,Svenska 1,95368476,..
Hantverksprogrammet,Svenska 1,95368476,..
Industritekniska programmet,Svenska 1,95368476,"58,3"
Barn- och fritidsprogrammet,Svenska 1,14853321,.
Handels- och administrationsprogrammet,Svenska 1,14853321,..
Restaurang- och livsmedelsprogrammet,Svenska 1,14853321,..
Vård- och omsorgsprogrammet,Svenska 1,14853321,..
Bygg- och anläggningsprogrammet,Svenska 1,76448076,"41,7"
El- och energiprogrammet,Svenska 1,76448076,"54,8"
Industritekniska programmet,Svenska 1,31537066,..
Vård- och omsorgsprogrammet,Svenska 1,31537066,..
Barn- och fritidsprogrammet,Svenska 1,86488203,"50,0"
Handels- och administrationsprogrammet,Svenska 1,86488203,"66,7"
Hantverksprogrammet,Svenska 1,86488203,..
Hantverksprogrammet,Svenska 1,25156286,"40,0"
Hotell- och turismprogrammet,Svenska 1,92949043,..
Restaurang- och livsmedelsprogrammet,Svenska 1,92949043,..
Bygg- och anläggningsprogrammet,Svenska 1,92818240,"25,0"
Handels- och administrationsprogrammet,Svenska 1,92818240,"63,6"
VVS- och fastighetsprogrammet,Svenska 1,84329061,"46,7"
Vård- och omsorgsprogrammet,Svenska 1,84329061,"30,4"
Barn- och fritidsprogrammet,Svenska 1,71969230,..
Bygg- och anläggningsprogrammet,Svenska 1,71969230,..
Handels- och administrationsprogrammet,Svenska 1,71969230,..
Hantverksprogrammet,Svenska 1,71969230,..
Naturbruksprogrammet,Svenska 1,71969230,..
Restaurang- och livsmedelsprogrammet,Svenska 1,71969230,..
Bygg- och anläggningsprogrammet,Svenska 1,91048178,..
El- och energiprogrammet,Svenska 1,91048178,"51,5"
Fordons- och transportprogrammet,Svenska 1,91048178,..
Hantverksprogrammet,Svenska 1,91048178,"72,7"
Hotell- och turismprogrammet,Svenska 1,91048178,..
El- och energiprogrammet,Svenska 1,76942525,..
Handels- och administrationsprogrammet,Svenska 1,76942525,..
Hantverksprogrammet,Svenska 1,76942525,..
Hotell- och turismprogrammet,Svenska 1,76942525,..
Naturbruksprogrammet,Svenska 1,76942525,..
Barn- och fritidsprogrammet,Svenska 1,31486865,..
Barn- och fritidsprogrammet,Svenska 1,61720981,"47,6"
El- och energiprogrammet,Svenska 1,61720981,"50,0"
Restaurang- och livsmedelsprogrammet,Svenska 1,61720981,"26,3"
Vård- och omsorgsprogrammet,Svenska 1,61720981,..
Naturbruksprogrammet,Svenska 1,25698509,"39,2"
Barn- och fritidsprogrammet,Svenska 1,50424828,..
Handels- och administrationsprogrammet,Svenska 1,50424828,"46,7"
Hantverksprogrammet,Svenska 1,50424828,..
Vård- och omsorgsprogrammet,Svenska 1,50424828,"35,7"
El- och energiprogrammet,Svenska 1,82931004,..
Barn- och fritidsprogrammet,Svenska 1,83584125,..
Hotell- och turismprogrammet,Svenska 1,16496466,..
Naturbruksprogrammet,Svenska 1,16496466,..
