program,skolkod,andel_med_examen
nationella program,89680395,"100,0"
nationella program,53696633,"100,0"
nationella program,27440210,"89,6"
nationella program,62758285,"100,0"
nationella program,16218090,"100,0"
nationella program,61197669,..
nationella program,64667996,"97,2"
nationella program,17812651,"95,2"
nationella program,23544320,"100,0"
nationella program,57668673,"88,6"
nationella program,69040241,"89,5"
nationella program,63993414,"100,0"
nationella program,49136871,..
nationella program,91905819,"96,7"
nationella program,20855811,"72,1"
nationella program,54882637,"87,5"
nationella program,53923398,"83,4"
nationella program,74560191,"100,0"
nationella program,47844862,"93,7"
nationella program,22239675,"81,0"
nationella program,72984079,"71,7"
nationella program,36480690,"86,8"
nationella program,24787883,"81,0"
nationella program,32995170,"86,1"
nationella program,52048443,"97,1"
nationella program,61674097,"93,4"
nationella program,32550660,"97,7"
nationella program,93488613,"82,4"
nationella program,45600034,"100,0"
nationella program,59599256,"95,4"
nationella program,69865450,"88,0"
nationella program,31112935,"73,3"
nationella program,26957025,"96,2"
nationella program,90509211,"87,0"
nationella program,43277545,"69,6"
nationella program,37316242,"93,1"
nationella program,20173336,"84,8"
nationella program,49872493,"96,6"
nationella program,39147056,"90,6"
nationella program,11953769,..
nationella program,28646435,"96,0"
nationella program,50393060,"95,3"
nationella program,85788659,"80,0"
nationella program,95340745,"93,9"
nationella program,59521477,"91,5"
nationella program,92442684,"83,3"
nationella program,66095163,"80,4"
nationella program,38544187,"76,6"
nationella program,54599691,"88,7"
nationella program,54004368,"94,7"
nationella program,54467211,"97,8"
nationella program,23517683,"94,7"
nationella program,31975673,"95,1"
nationella program,82251333,"97,1"
nationella program,99864908,"86,8"
nationella program,27106031,"93,0"
nationella program,59463950,"100,0"
nationella program,63931325,"100,0"
nationella program,57391913,"93,3"
nationella program,75374280,"83,0"
nationella program,46148350,"89,4"
nationella program,50133877,"94,5"
nationella program,49868916,"92,1"
nationella program,74919147,"88,7"
nationella program,90240730,"84,4"
nationella program,84908877,"87,1"
nationella program,78389879,"88,0"
nationella program,24277564,"71,4"
nationella program,88956420,..
nationella program,44412461,"97,3"
nationella program,34002355,"71,8"
nationella program,36355200,"85,9"
nationella program,96920524,"89,9"
nationella program,18217765,"93,6"
nationella program,60919765,..
nationella program,14677676,"72,7"
nationella program,96152872,"82,6"
nationella program,77835341,"91,7"
nationella program,70803636,"96,6"
nationella program,49576295,"100,0"
nationella program,66028861,"100,0"
nationella program,23797825,"75,7"
nationella program,45293715,"78,8"
nationella program,44738639,"75,0"
nationella program,77712952,"80,6"
nationella program,92009807,"78,2"
nationella program,10433896,"92,3"
nationella program,10342448,"67,4"
nationella program,43154449,"100,0"
nationella program,49170638,"79,1"
nationella program,46379730,"97,4"
nationella program,25379974,"81,8"
nationella program,98032567,..
nationella program,96194948,"81,5"
nationella program,25955541,"100,0"
nationella program,88025221,"90,5"
nationella program,18042101,"96,5"
nationella program,14799321,"96,6"
nationella program,56041699,"82,4"
nationella program,45111086,"100,0"
nationella program,70955448,"99,4"
nationella program,68824244,"91,3"
nationella program,90685868,"96,7"
nationella program,24501884,"90,7"
nationella program,46707989,"92,0"
nationella program,46986216,"89,4"
nationella program,67924816,"93,7"
nationella program,92805465,"87,4"
nationella program,56084099,"81,6"
nationella program,80711021,"88,2"
nationella program,17648596,"89,1"
nationella program,16720048,"93,9"
nationella program,13960635,"93,7"
nationella program,39341381,..
nationella program,61176909,"100,0"
nationella program,43479922,"95,5"
nationella program,60088179,"78,7"
nationella program,28391147,"83,0"
nationella program,29209307,"96,4"
nationella program,21778322,"93,7"
nationella program,31380193,"72,7"
nationella program,90290154,"90,0"
nationella program,25847233,"81,7"
nationella program,62612992,"85,7"
nationella program,85485803,"85,9"
nationella program,92816527,"91,9"
nationella program,16848652,"100,0"
nationella program,88429477,"95,8"
nationella program,94975733,"95,5"
nationella program,56802300,"100,0"
nationella program,15149235,"92,4"
nationella program,77379848,..
nationella program,13981977,"100,0"
nationella program,24538846,"94,3"
nationella program,36886750,"94,4"
nationella program,67422309,"77,1"
nationella program,67058407,"84,3"
nationella program,34421265,"88,9"
nationella program,15791044,"95,0"
nationella program,65392939,"95,5"
nationella program,98696836,"96,5"
nationella program,82160887,"88,9"
nationella program,23175129,"83,3"
nationella program,64908550,"96,8"
nationella program,77358716,"93,9"
nationella program,49739986,"89,0"
nationella program,29225010,"88,2"
nationella program,92192566,"78,2"
nationella program,56886667,"96,1"
nationella program,33249781,"80,8"
nationella program,64648566,"92,1"
nationella program,18691102,..
nationella program,70302356,"92,0"
nationella program,65421426,"91,3"
nationella program,62394916,"100,0"
nationella program,67908927,"87,5"
nationella program,72071234,"99,4"
nationella program,24349146,"93,6"
nationella program,83605345,"90,5"
nationella program,15933512,"96,5"
nationella program,12198363,..
nationella program,47692481,"95,7"
nationella program,64693272,"81,5"
nationella program,18072172,"100,0"
nationella program,65833454,"96,2"
nationella program,85188855,"95,7"
nationella program,11341077,"93,5"
nationella program,39528347,"94,4"
nationella program,34988313,"95,5"
nationella program,85473846,"98,6"
nationella program,29744774,..
nationella program,89690587,"83,0"
nationella program,28045567,"98,1"
nationella program,20768651,"89,5"
nationella program,32239920,"93,8"
nationella program,98781765,"89,9"
nationella program,38880984,"89,6"
nationella program,28872974,"78,4"
nationella program,87112995,"75,0"
nationella program,18686599,"92,7"
nationella program,93779220,"88,6"
nationella program,77797484,"92,6"
nationella program,53279140,"85,1"
nationella program,80785976,"91,1"
nationella program,47559319,"94,1"
nationella program,21532545,"91,3"
nationella program,56187883,"76,5"
nationella program,20752831,"79,5"
nationella program,51023367,"98,4"
nationella program,34739511,"100,0"
nationella program,95069937,"100,0"
nationella program,52690153,"100,0"
högskoleförberedande program,74776778,"96,4"
högskoleförberedande program,18345915,"98,0"
högskoleförberedande program,68229719,"98,3"
högskoleförberedande program,61004230,"89,8"
högskoleförberedande program,71262305,"94,1"
högskoleförberedande program,55795961,"100,0"
högskoleförberedande program,84947634,"100,0"
högskoleförberedande program,23517336,"100,0"
högskoleförberedande program,48009865,"89,6"
högskoleförberedande program,82840198,"100,0"
högskoleförberedande program,18208087,"90,0"
högskoleförberedande program,89982804,..
högskoleförberedande program,19464342,"100,0"
högskoleförberedande program,60743463,"100,0"
högskoleförberedande program,32960825,"93,4"
högskoleförberedande program,43609520,"93,3"
högskoleförberedande program,97968599,"94,1"
högskoleförberedande program,91748148,"88,5"
högskoleförberedande program,42218661,"84,8"
högskoleförberedande program,74434644,"87,5"
högskoleförberedande program,42022406,"91,1"
högskoleförberedande program,65192707,"95,7"
högskoleförberedande program,43634528,"96,2"
högskoleförberedande program,36263479,"95,4"
högskoleförberedande program,56679384,"97,4"
högskoleförberedande program,30538202,"89,3"
högskoleförberedande program,19150273,"90,9"
högskoleförberedande program,69018222,"77,6"
högskoleförberedande program,12889940,"92,6"
högskoleförberedande program,16554575,.
högskoleförberedande program,34076477,"88,6"
högskoleförberedande program,54896448,"100,0"
högskoleförberedande program,64284020,..
högskoleförberedande program,53400472,"65,0"
högskoleförberedande program,97758137,"71,7"
högskoleförberedande program,26334561,"89,9"
högskoleförberedande program,40386043,"85,8"
högskoleförberedande program,59483268,"79,5"
högskoleförberedande program,33685428,"94,4"
högskoleförberedande program,32879845,"100,0"
högskoleförberedande program,88573795,..
högskoleförberedande program,20699742,"96,3"
högskoleförberedande program,21663998,"89,0"
högskoleförberedande program,20595770,"90,5"
högskoleförberedande program,82814120,"100,0"
högskoleförberedande program,45164827,"94,9"
högskoleförberedande program,10924758,"94,6"
högskoleförberedande program,34153869,"97,2"
högskoleförberedande program,88259298,"80,0"
högskoleförberedande program,17846181,"91,2"
högskoleförberedande program,75082798,"89,7"
högskoleförberedande program,23555409,"97,5"
högskoleförberedande program,30341162,"86,2"
högskoleförberedande program,72266906,"84,9"
högskoleförberedande program,27030026,"91,3"
högskoleförberedande program,16950252,"96,9"
högskoleförberedande program,34637764,"89,0"
högskoleförberedande program,19912478,"91,7"
högskoleförberedande program,15077883,"87,8"
högskoleförberedande program,48434184,"91,8"
högskoleförberedande program,58724424,"85,7"
högskoleförberedande program,95684185,"97,1"
högskoleförberedande program,51138448,"85,0"
högskoleförberedande program,56421429,"100,0"
högskoleförberedande program,39911065,"91,2"
högskoleförberedande program,17008320,"96,9"
högskoleförberedande program,56737496,"86,8"
högskoleförberedande program,93939982,"95,5"
högskoleförberedande program,25720752,"93,9"
högskoleförberedande program,55155562,"83,7"
högskoleförberedande program,31533003,"97,8"
högskoleförberedande program,16361868,.
högskoleförberedande program,23164911,"97,0"
högskoleförberedande program,24008049,"98,4"
högskoleförberedande program,19981611,"94,7"
högskoleförberedande program,54481243,"100,0"
högskoleförberedande program,36680097,..
högskoleförberedande program,19586169,"83,3"
högskoleförberedande program,24273261,"100,0"
högskoleförberedande program,95683850,"98,5"
högskoleförberedande program,59455288,"85,7"
högskoleförberedande program,25679488,"90,8"
högskoleförberedande program,25677996,"91,2"
högskoleförberedande program,89888648,"89,4"
högskoleförberedande program,35063170,"94,1"
högskoleförberedande program,31279294,"76,9"
högskoleförberedande program,36782335,"96,0"
högskoleförberedande program,23897040,..
högskoleförberedande program,20666515,"100,0"
högskoleförberedande program,37906565,..
högskoleförberedande program,67279303,..
högskoleförberedande program,21648755,"84,8"
högskoleförberedande program,11111710,..
högskoleförberedande program,90551279,"89,2"
högskoleförberedande program,69686851,..
högskoleförberedande program,49616977,"84,9"
högskoleförberedande program,54965510,"92,7"
högskoleförberedande program,84835666,"78,2"
högskoleförberedande program,25872338,..
högskoleförberedande program,54164490,"72,0"
högskoleförberedande program,20319353,"73,5"
högskoleförberedande program,92194545,"98,4"
högskoleförberedande program,64740897,..
högskoleförberedande program,78979604,..
högskoleförberedande program,10974852,..
högskoleförberedande program,85068812,"68,0"
högskoleförberedande program,78397312,"97,4"
högskoleförberedande program,36444853,"82,9"
högskoleförberedande program,16819383,..
högskoleförberedande program,89837629,"84,5"
högskoleförberedande program,12994441,"79,6"
högskoleförberedande program,88774402,"98,9"
högskoleförberedande program,75141151,"64,6"
högskoleförberedande program,61701709,"96,6"
