program,skolkod,antal_elever
högskoleförberedande program,36782335,225
högskoleförberedande program,23897040,..
högskoleförberedande program,20666515,36
högskoleförberedande program,37906565,..
högskoleförberedande program,67279303,..
högskoleförberedande program,21648755,178
högskoleförberedande program,11111710,15
högskoleförberedande program,90551279,102
högskoleförberedande program,69686851,10
högskoleförberedande program,49616977,53
högskoleförberedande program,54965510,286
högskoleförberedande program,84835666,55
högskoleförberedande program,25872338,..
högskoleförberedande program,54164490,25
högskoleförberedande program,20319353,68
högskoleförberedande program,92194545,63
högskoleförberedande program,64740897,..
högskoleförberedande program,78979604,..
högskoleförberedande program,10974852,..
högskoleförberedande program,85068812,25
högskoleförberedande program,78397312,191
högskoleförberedande program,36444853,82
högskoleförberedande program,16819383,12
högskoleförberedande program,89837629,103
högskoleförberedande program,12994441,54
högskoleförberedande program,88774402,177
högskoleförberedande program,75141151,82
högskoleförberedande program,61701709,147
högskoleförberedande program,61469192,63
högskoleförberedande program,84306392,177
högskoleförberedande program,28627819,103
högskoleförberedande program,30086854,71
högskoleförberedande program,26627862,83
högskoleförberedande program,48847282,90
högskoleförberedande program,72517762,26
högskoleförberedande program,79094701,125
högskoleförberedande program,38684438,125
högskoleförberedande program,31251822,105
högskoleförberedande program,90099336,..
högskoleförberedande program,35647481,74
högskoleförberedande program,39549479,84
högskoleförberedande program,73147554,79
högskoleförberedande program,69983740,81
högskoleförberedande program,66491596,66
högskoleförberedande program,12052268,109
högskoleförberedande program,71597051,184
högskoleförberedande program,53231578,95
högskoleförberedande program,96279444,55
högskoleförberedande program,40690520,193
högskoleförberedande program,91011325,15
högskoleförberedande program,97382366,78
högskoleförberedande program,35006050,66
högskoleförberedande program,10638939,33
högskoleförberedande program,21505555,118
högskoleförberedande program,34336190,80
högskoleförberedande program,21052710,120
högskoleförberedande program,69739484,71
högskoleförberedande program,92887917,76
högskoleförberedande program,88834120,75
högskoleförberedande program,70066748,78
högskoleförberedande program,19207279,166
högskoleförberedande program,53640774,120
högskoleförberedande program,58502307,16
högskoleförberedande program,97177328,32
högskoleförberedande program,72127035,44
högskoleförberedande program,70969714,29
högskoleförberedande program,68734112,40
högskoleförberedande program,71922787,42
högskoleförberedande program,74148070,36
högskoleförberedande program,92507006,101
högskoleförberedande program,44653962,27
högskoleförberedande program,20100577,94
högskoleförberedande program,81993306,63
högskoleförberedande program,19051089,71
högskoleförberedande program,47264019,63
högskoleförberedande program,50198492,143
högskoleförberedande program,98052678,60
högskoleförberedande program,20099064,80
högskoleförberedande program,16313848,315
högskoleförberedande program,79606767,43
högskoleförberedande program,11294673,30
högskoleförberedande program,86327236,33
högskoleförberedande program,41745951,67
högskoleförberedande program,83137205,43
högskoleförberedande program,28398531,22
högskoleförberedande program,66335258,21
högskoleförberedande program,54172830,65
högskoleförberedande program,75458014,17
högskoleförberedande program,65136104,..
högskoleförberedande program,61826221,40
högskoleförberedande program,79033948,36
högskoleförberedande program,56330385,43
högskoleförberedande program,20228162,99
högskoleförberedande program,68240485,114
högskoleförberedande program,95046058,38
högskoleförberedande program,44392995,72
högskoleförberedande program,53462953,126
högskoleförberedande program,60730660,174
högskoleförberedande program,82592568,135
högskoleförberedande program,78875918,122
högskoleförberedande program,86385479,31
högskoleförberedande program,49862313,105
högskoleförberedande program,99838438,52
högskoleförberedande program,42859669,171
högskoleförberedande program,99592025,222
högskoleförberedande program,34247736,105
högskoleförberedande program,47550455,65
högskoleförberedande program,30329172,14
högskoleförberedande program,76877530,16
högskoleförberedande program,47046103,18
högskoleförberedande program,38167912,19
högskoleförberedande program,43826783,..
högskoleförberedande program,58125096,124
högskoleförberedande program,82914148,11
högskoleförberedande program,20620556,19
högskoleförberedande program,77839100,..
högskoleförberedande program,17173461,18
högskoleförberedande program,55535552,..
högskoleförberedande program,30468157,122
högskoleförberedande program,92533079,49
högskoleförberedande program,61528940,116
högskoleförberedande program,23681822,90
högskoleförberedande program,66861851,126
högskoleförberedande program,72206824,53
högskoleförberedande program,92858957,267
högskoleförberedande program,86296935,..
högskoleförberedande program,44113417,105
högskoleförberedande program,67783774,..
högskoleförberedande program,39555838,20
högskoleförberedande program,85214294,18
högskoleförberedande program,82084961,140
