program,skolkod,gbp
Restaurang- och livsmedelsprogrammet,17849518,..
Restaurang- och livsmedelsprogrammet,66132676,"14,0"
Restaurang- och livsmedelsprogrammet,19741742,..
Restaurang- och livsmedelsprogrammet,97270136,"15,3"
Restaurang- och livsmedelsprogrammet,30530571,"13,3"
Restaurang- och livsmedelsprogrammet,11673760,"13,0"
Restaurang- och livsmedelsprogrammet,38400227,"12,1"
Restaurang- och livsmedelsprogrammet,60209222,"14,5"
Restaurang- och livsmedelsprogrammet,23350817,..
Restaurang- och livsmedelsprogrammet,87262566,..
Restaurang- och livsmedelsprogrammet,41844601,"12,2"
Restaurang- och livsmedelsprogrammet,57397381,"12,4"
Restaurang- och livsmedelsprogrammet,72022487,..
Restaurang- och livsmedelsprogrammet,44417214,"14,9"
Restaurang- och livsmedelsprogrammet,86158933,"12,9"
Restaurang- och livsmedelsprogrammet,78287294,"13,6"
Restaurang- och livsmedelsprogrammet,32705515,"14,5"
Restaurang- och livsmedelsprogrammet,23306658,..
Restaurang- och livsmedelsprogrammet,31740319,"12,9"
Restaurang- och livsmedelsprogrammet,63035915,"13,5"
Restaurang- och livsmedelsprogrammet,50821167,..
Restaurang- och livsmedelsprogrammet,92814975,..
Restaurang- och livsmedelsprogrammet,68748767,..
Restaurang- och livsmedelsprogrammet,20984584,..
Restaurang- och livsmedelsprogrammet,11608031,"14,2"
Restaurang- och livsmedelsprogrammet,76007769,"13,1"
Restaurang- och livsmedelsprogrammet,88894245,..
Restaurang- och livsmedelsprogrammet,47884009,"14,0"
Restaurang- och livsmedelsprogrammet,75340089,..
Restaurang- och livsmedelsprogrammet,31796890,..
Restaurang- och livsmedelsprogrammet,69471748,"14,1"
Restaurang- och livsmedelsprogrammet,60424371,"14,4"
Restaurang- och livsmedelsprogrammet,37054246,..
Restaurang- och livsmedelsprogrammet,18711877,..
Restaurang- och livsmedelsprogrammet,28025244,..
Restaurang- och livsmedelsprogrammet,16493131,..
Restaurang- och livsmedelsprogrammet,48304166,..
Restaurang- och livsmedelsprogrammet,68597767,..
Restaurang- och livsmedelsprogrammet,38048202,"11,3"
Restaurang- och livsmedelsprogrammet,40575001,..
Restaurang- och livsmedelsprogrammet,12496135,..
Restaurang- och livsmedelsprogrammet,42060237,..
Restaurang- och livsmedelsprogrammet,56653353,"14,8"
Restaurang- och livsmedelsprogrammet,31998226,..
Restaurang- och livsmedelsprogrammet,24397215,"14,3"
Restaurang- och livsmedelsprogrammet,30677562,"14,9"
Restaurang- och livsmedelsprogrammet,79845033,..
Restaurang- och livsmedelsprogrammet,21627442,"15,3"
Restaurang- och livsmedelsprogrammet,16931486,..
Restaurang- och livsmedelsprogrammet,19306558,..
Restaurang- och livsmedelsprogrammet,37912396,..
Restaurang- och livsmedelsprogrammet,29159460,..
Restaurang- och livsmedelsprogrammet,89630851,"15,2"
Restaurang- och livsmedelsprogrammet,69302313,..
Restaurang- och livsmedelsprogrammet,27079521,..
Restaurang- och livsmedelsprogrammet,14853321,..
Restaurang- och livsmedelsprogrammet,92949043,"15,6"
Restaurang- och livsmedelsprogrammet,71969230,..
Restaurang- och livsmedelsprogrammet,61720981,..
Restaurang- och livsmedelsprogrammet,16496466,..
Restaurang- och livsmedelsprogrammet,62300682,"13,8"
Restaurang- och livsmedelsprogrammet,61175914,..
Restaurang- och livsmedelsprogrammet,61197669,..
Restaurang- och livsmedelsprogrammet,37316242,"13,5"
Restaurang- och livsmedelsprogrammet,54599691,..
Restaurang- och livsmedelsprogrammet,27106031,..
Restaurang- och livsmedelsprogrammet,63931325,..
Restaurang- och livsmedelsprogrammet,57391913,"14,6"
Restaurang- och livsmedelsprogrammet,70803636,"13,3"
Restaurang- och livsmedelsprogrammet,14799321,"12,4"
Restaurang- och livsmedelsprogrammet,16720048,"13,8"
Restaurang- och livsmedelsprogrammet,31380193,..
Restaurang- och livsmedelsprogrammet,92816527,..
Restaurang- och livsmedelsprogrammet,15149235,..
Restaurang- och livsmedelsprogrammet,82160887,..
Restaurang- och livsmedelsprogrammet,15933512,"13,6"
Restaurang- och livsmedelsprogrammet,12198363,..
Restaurang- och livsmedelsprogrammet,18072172,..
Restaurang- och livsmedelsprogrammet,85188855,..
Restaurang- och livsmedelsprogrammet,39528347,..
Restaurang- och livsmedelsprogrammet,53279140,"16,3"
Restaurang- och livsmedelsprogrammet,56187883,..
Restaurang- och livsmedelsprogrammet,51023367,..
Samhällsvetenskapsprogrammet,68229719,"14,8"
Samhällsvetenskapsprogrammet,71262305,"15,0"
Samhällsvetenskapsprogrammet,55795961,..
Samhällsvetenskapsprogrammet,84947634,..
Samhällsvetenskapsprogrammet,48009865,"14,2"
Samhällsvetenskapsprogrammet,82840198,"14,7"
Samhällsvetenskapsprogrammet,19464342,..
Samhällsvetenskapsprogrammet,60743463,..
Samhällsvetenskapsprogrammet,97968599,"14,6"
Samhällsvetenskapsprogrammet,42218661,"13,7"
Samhällsvetenskapsprogrammet,74434644,"14,2"
Samhällsvetenskapsprogrammet,36263479,"14,8"
Samhällsvetenskapsprogrammet,19150273,"12,4"
Samhällsvetenskapsprogrammet,53400472,..
Samhällsvetenskapsprogrammet,97758137,"13,8"
Samhällsvetenskapsprogrammet,26334561,"13,6"
Samhällsvetenskapsprogrammet,40386043,"12,6"
Samhällsvetenskapsprogrammet,59483268,"14,9"
Samhällsvetenskapsprogrammet,32879845,"14,9"
Samhällsvetenskapsprogrammet,88573795,..
Samhällsvetenskapsprogrammet,20595770,"14,3"
Samhällsvetenskapsprogrammet,82814120,"16,4"
Samhällsvetenskapsprogrammet,45164827,"17,2"
Samhällsvetenskapsprogrammet,10924758,"13,8"
Samhällsvetenskapsprogrammet,34153869,"14,9"
Samhällsvetenskapsprogrammet,17846181,"13,0"
Samhällsvetenskapsprogrammet,75082798,"14,4"
Samhällsvetenskapsprogrammet,23555409,"15,9"
Samhällsvetenskapsprogrammet,72266906,"14,2"
Samhällsvetenskapsprogrammet,34637764,..
Samhällsvetenskapsprogrammet,19912478,"14,6"
Samhällsvetenskapsprogrammet,15077883,"13,1"
Samhällsvetenskapsprogrammet,48434184,"13,2"
Samhällsvetenskapsprogrammet,51138448,"13,9"
Samhällsvetenskapsprogrammet,93939982,"14,8"
Samhällsvetenskapsprogrammet,25720752,"13,7"
Samhällsvetenskapsprogrammet,55155562,"13,9"
Samhällsvetenskapsprogrammet,31533003,"16,3"
Samhällsvetenskapsprogrammet,16361868,..
Samhällsvetenskapsprogrammet,19981611,..
Samhällsvetenskapsprogrammet,19586169,"13,6"
Samhällsvetenskapsprogrammet,24273261,"13,5"
Samhällsvetenskapsprogrammet,59455288,..
Samhällsvetenskapsprogrammet,25679488,"14,5"
Samhällsvetenskapsprogrammet,35063170,..
Samhällsvetenskapsprogrammet,31279294,..
Samhällsvetenskapsprogrammet,36782335,"14,9"
Samhällsvetenskapsprogrammet,20666515,"15,4"
Samhällsvetenskapsprogrammet,21648755,"14,0"
Samhällsvetenskapsprogrammet,11111710,"13,2"
Samhällsvetenskapsprogrammet,49616977,"15,4"
Samhällsvetenskapsprogrammet,54965510,"14,9"
Samhällsvetenskapsprogrammet,54164490,"12,2"
Samhällsvetenskapsprogrammet,20319353,"11,0"
Samhällsvetenskapsprogrammet,92194545,"13,6"
Samhällsvetenskapsprogrammet,64740897,..
Samhällsvetenskapsprogrammet,78979604,..
Samhällsvetenskapsprogrammet,85068812,"12,6"
Samhällsvetenskapsprogrammet,78397312,"15,5"
Samhällsvetenskapsprogrammet,36444853,"12,7"
Samhällsvetenskapsprogrammet,89837629,"12,2"
Samhällsvetenskapsprogrammet,12994441,"12,2"
Samhällsvetenskapsprogrammet,88774402,"16,6"
Samhällsvetenskapsprogrammet,75141151,"14,1"
Samhällsvetenskapsprogrammet,28627819,"14,1"
Samhällsvetenskapsprogrammet,26627862,"14,1"
Samhällsvetenskapsprogrammet,48847282,"14,3"
Samhällsvetenskapsprogrammet,72517762,..
Samhällsvetenskapsprogrammet,38684438,"14,4"
Samhällsvetenskapsprogrammet,31251822,"13,1"
Samhällsvetenskapsprogrammet,90099336,..
Samhällsvetenskapsprogrammet,69983740,"16,9"
Samhällsvetenskapsprogrammet,12052268,"12,9"
Samhällsvetenskapsprogrammet,71597051,"15,6"
Samhällsvetenskapsprogrammet,40690520,"16,2"
Samhällsvetenskapsprogrammet,97382366,"14,7"
Samhällsvetenskapsprogrammet,10638939,"8,0"
Samhällsvetenskapsprogrammet,21052710,"14,2"
Samhällsvetenskapsprogrammet,88834120,"13,8"
Samhällsvetenskapsprogrammet,19207279,"16,5"
Samhällsvetenskapsprogrammet,53640774,"12,9"
Samhällsvetenskapsprogrammet,72127035,"14,0"
Samhällsvetenskapsprogrammet,68734112,"14,1"
Samhällsvetenskapsprogrammet,92507006,"14,1"
Samhällsvetenskapsprogrammet,44653962,"15,1"
Samhällsvetenskapsprogrammet,50198492,"14,3"
Samhällsvetenskapsprogrammet,16313848,"12,8"
Samhällsvetenskapsprogrammet,11294673,"15,8"
Samhällsvetenskapsprogrammet,86327236,..
Samhällsvetenskapsprogrammet,41745951,"17,0"
Samhällsvetenskapsprogrammet,83137205,"14,7"
Samhällsvetenskapsprogrammet,28398531,..
Samhällsvetenskapsprogrammet,66335258,"14,6"
Samhällsvetenskapsprogrammet,54172830,"12,9"
Samhällsvetenskapsprogrammet,75458014,"13,2"
Samhällsvetenskapsprogrammet,65136104,..
Samhällsvetenskapsprogrammet,56330385,"14,4"
Samhällsvetenskapsprogrammet,20228162,"16,9"
Samhällsvetenskapsprogrammet,53462953,"13,0"
Samhällsvetenskapsprogrammet,60730660,"18,9"
Samhällsvetenskapsprogrammet,82592568,"15,4"
Samhällsvetenskapsprogrammet,86385479,..
Samhällsvetenskapsprogrammet,49862313,"13,4"
Samhällsvetenskapsprogrammet,99838438,..
Samhällsvetenskapsprogrammet,42859669,"12,9"
Samhällsvetenskapsprogrammet,99592025,"16,0"
Samhällsvetenskapsprogrammet,34247736,"14,3"
Samhällsvetenskapsprogrammet,76877530,..
Samhällsvetenskapsprogrammet,47046103,..
Samhällsvetenskapsprogrammet,58125096,"12,4"
Samhällsvetenskapsprogrammet,82914148,..
Samhällsvetenskapsprogrammet,20620556,"13,5"
Samhällsvetenskapsprogrammet,17173461,..
Samhällsvetenskapsprogrammet,30468157,"14,1"
Samhällsvetenskapsprogrammet,66861851,"14,2"
Samhällsvetenskapsprogrammet,92858957,"13,7"
Samhällsvetenskapsprogrammet,44113417,"14,4"
Samhällsvetenskapsprogrammet,67783774,..
Samhällsvetenskapsprogrammet,39555838,..
Samhällsvetenskapsprogrammet,85214294,"12,8"
Samhällsvetenskapsprogrammet,82084961,"12,2"
Samhällsvetenskapsprogrammet,73829818,"14,6"
Samhällsvetenskapsprogrammet,18881773,..
Samhällsvetenskapsprogrammet,78295411,"13,9"
Samhällsvetenskapsprogrammet,12279302,"13,2"
Samhällsvetenskapsprogrammet,50500028,"14,1"
Samhällsvetenskapsprogrammet,18091973,"14,9"
Samhällsvetenskapsprogrammet,88466776,"15,2"
Samhällsvetenskapsprogrammet,40634612,"14,6"
Samhällsvetenskapsprogrammet,37358234,"13,9"
Samhällsvetenskapsprogrammet,21008461,"14,6"
Samhällsvetenskapsprogrammet,53893730,"13,9"
Samhällsvetenskapsprogrammet,42573391,..
Samhällsvetenskapsprogrammet,64574972,"13,7"
Samhällsvetenskapsprogrammet,45830583,..
Samhällsvetenskapsprogrammet,48931433,"13,5"
Samhällsvetenskapsprogrammet,30530571,"14,6"
Samhällsvetenskapsprogrammet,78839208,"14,7"
Samhällsvetenskapsprogrammet,30458073,..
Samhällsvetenskapsprogrammet,68920727,"14,5"
Samhällsvetenskapsprogrammet,27115998,"13,7"
Samhällsvetenskapsprogrammet,79516949,"13,5"
Samhällsvetenskapsprogrammet,96684210,"14,2"
Samhällsvetenskapsprogrammet,87207941,"13,4"
Samhällsvetenskapsprogrammet,23836342,"14,0"
Samhällsvetenskapsprogrammet,12395564,"15,9"
Samhällsvetenskapsprogrammet,39149668,"12,6"
Samhällsvetenskapsprogrammet,48722826,"14,3"
Samhällsvetenskapsprogrammet,40766349,"13,3"
Samhällsvetenskapsprogrammet,67554405,"14,1"
Samhällsvetenskapsprogrammet,73944169,"14,9"
Samhällsvetenskapsprogrammet,94455820,..
Samhällsvetenskapsprogrammet,62104139,"14,3"
Samhällsvetenskapsprogrammet,78872213,"15,6"
Samhällsvetenskapsprogrammet,58191646,"13,7"
Samhällsvetenskapsprogrammet,63179610,"11,5"
Samhällsvetenskapsprogrammet,64569393,"14,1"
Samhällsvetenskapsprogrammet,48217580,"13,5"
Samhällsvetenskapsprogrammet,57397381,"13,7"
Samhällsvetenskapsprogrammet,72022487,"14,2"
Samhällsvetenskapsprogrammet,71512894,"14,1"
Samhällsvetenskapsprogrammet,28248021,"12,6"
Samhällsvetenskapsprogrammet,44417214,"14,5"
Samhällsvetenskapsprogrammet,25025681,"13,5"
Samhällsvetenskapsprogrammet,71043974,"13,4"
Samhällsvetenskapsprogrammet,57777751,..
Samhällsvetenskapsprogrammet,61161774,"14,1"
Samhällsvetenskapsprogrammet,75914181,"12,5"
Samhällsvetenskapsprogrammet,99279503,"13,2"
Samhällsvetenskapsprogrammet,63653488,..
Samhällsvetenskapsprogrammet,25392789,"14,8"
Samhällsvetenskapsprogrammet,69240218,"14,8"
Samhällsvetenskapsprogrammet,38460895,"12,5"
Samhällsvetenskapsprogrammet,31199511,"14,7"
Samhällsvetenskapsprogrammet,43313366,"13,8"
Samhällsvetenskapsprogrammet,37550979,..
Samhällsvetenskapsprogrammet,70137084,"15,3"
Samhällsvetenskapsprogrammet,23306658,"15,3"
Samhällsvetenskapsprogrammet,11102578,"15,2"
Samhällsvetenskapsprogrammet,17944628,"14,4"
Samhällsvetenskapsprogrammet,94090461,"12,6"
Samhällsvetenskapsprogrammet,64648904,"15,0"
Samhällsvetenskapsprogrammet,75939593,"14,7"
Samhällsvetenskapsprogrammet,26324896,"12,9"
Samhällsvetenskapsprogrammet,56639389,"15,6"
Samhällsvetenskapsprogrammet,95700485,"15,7"
Samhällsvetenskapsprogrammet,53896162,"14,3"
Samhällsvetenskapsprogrammet,17779637,"15,2"
Samhällsvetenskapsprogrammet,71929526,..
Samhällsvetenskapsprogrammet,60873719,"16,2"
Samhällsvetenskapsprogrammet,28085125,"13,2"
Samhällsvetenskapsprogrammet,21938183,"14,7"
Samhällsvetenskapsprogrammet,69063711,..
Samhällsvetenskapsprogrammet,77609073,..
Samhällsvetenskapsprogrammet,35894996,"13,0"
Samhällsvetenskapsprogrammet,12926770,"13,1"
Samhällsvetenskapsprogrammet,68748767,"12,5"
Samhällsvetenskapsprogrammet,23548714,"13,4"
Samhällsvetenskapsprogrammet,48593439,"12,9"
Samhällsvetenskapsprogrammet,91773491,"13,2"
Samhällsvetenskapsprogrammet,30361243,"13,9"
Samhällsvetenskapsprogrammet,25596917,"14,1"
Samhällsvetenskapsprogrammet,65722876,"14,7"
Samhällsvetenskapsprogrammet,65381163,"12,4"
Samhällsvetenskapsprogrammet,31155312,"10,7"
Samhällsvetenskapsprogrammet,84424083,"17,2"
Samhällsvetenskapsprogrammet,78231062,"16,4"
Samhällsvetenskapsprogrammet,10481541,"13,7"
Samhällsvetenskapsprogrammet,68381790,"16,2"
Samhällsvetenskapsprogrammet,13006857,"15,3"
Samhällsvetenskapsprogrammet,16956086,"14,8"
Samhällsvetenskapsprogrammet,58187973,..
Samhällsvetenskapsprogrammet,31870541,"13,8"
Samhällsvetenskapsprogrammet,44672598,"14,8"
Samhällsvetenskapsprogrammet,31822012,"13,5"
Samhällsvetenskapsprogrammet,99356671,..
Samhällsvetenskapsprogrammet,16702464,..
Samhällsvetenskapsprogrammet,29449669,"14,4"
Samhällsvetenskapsprogrammet,62855448,"12,0"
Samhällsvetenskapsprogrammet,91812793,"14,9"
Samhällsvetenskapsprogrammet,58907711,"15,4"
Samhällsvetenskapsprogrammet,68285560,"14,3"
Samhällsvetenskapsprogrammet,58544422,"14,0"
Samhällsvetenskapsprogrammet,69471748,"11,9"
Samhällsvetenskapsprogrammet,49750031,"15,0"
Samhällsvetenskapsprogrammet,93239262,"13,8"
Samhällsvetenskapsprogrammet,75575321,"15,8"
Samhällsvetenskapsprogrammet,28023078,"14,8"
Samhällsvetenskapsprogrammet,24194577,..
Samhällsvetenskapsprogrammet,57690933,"14,3"
Samhällsvetenskapsprogrammet,12130801,"14,7"
Samhällsvetenskapsprogrammet,95785055,"16,7"
Samhällsvetenskapsprogrammet,68741484,"12,4"
Samhällsvetenskapsprogrammet,37054246,"13,4"
Samhällsvetenskapsprogrammet,72421673,"14,9"
Samhällsvetenskapsprogrammet,15763669,..
Samhällsvetenskapsprogrammet,59655752,"16,2"
Samhällsvetenskapsprogrammet,41555549,"14,1"
Samhällsvetenskapsprogrammet,85459854,"14,1"
Samhällsvetenskapsprogrammet,67071618,..
Samhällsvetenskapsprogrammet,75324351,..
Samhällsvetenskapsprogrammet,61229217,"12,4"
Samhällsvetenskapsprogrammet,18617410,"13,8"
Samhällsvetenskapsprogrammet,40338843,"15,0"
Samhällsvetenskapsprogrammet,14292382,"15,6"
Samhällsvetenskapsprogrammet,87859089,"14,3"
Samhällsvetenskapsprogrammet,98908403,"12,5"
Samhällsvetenskapsprogrammet,16493131,"15,3"
Samhällsvetenskapsprogrammet,83272868,"14,3"
Samhällsvetenskapsprogrammet,11526364,"12,8"
Samhällsvetenskapsprogrammet,45552626,"14,3"
Samhällsvetenskapsprogrammet,16748680,"12,9"
Samhällsvetenskapsprogrammet,92332557,"13,2"
Samhällsvetenskapsprogrammet,78690637,"14,2"
Samhällsvetenskapsprogrammet,30279258,"13,9"
Samhällsvetenskapsprogrammet,76903284,"13,5"
Samhällsvetenskapsprogrammet,49141105,"13,5"
Samhällsvetenskapsprogrammet,18974693,"14,8"
Samhällsvetenskapsprogrammet,26996566,..
Samhällsvetenskapsprogrammet,69747871,..
Samhällsvetenskapsprogrammet,31151740,"14,2"
Samhällsvetenskapsprogrammet,79346084,"13,6"
Samhällsvetenskapsprogrammet,89816391,"13,9"
Samhällsvetenskapsprogrammet,43565270,"14,1"
Samhällsvetenskapsprogrammet,77176811,"14,5"
Samhällsvetenskapsprogrammet,52791537,"16,1"
Samhällsvetenskapsprogrammet,52942981,"14,5"
Samhällsvetenskapsprogrammet,48120273,"17,4"
Samhällsvetenskapsprogrammet,94167577,"11,8"
Samhällsvetenskapsprogrammet,27023528,"12,6"
Samhällsvetenskapsprogrammet,53903798,"11,9"
Samhällsvetenskapsprogrammet,97770837,"14,3"
Samhällsvetenskapsprogrammet,69650864,"17,6"
Samhällsvetenskapsprogrammet,59581397,"13,7"
Samhällsvetenskapsprogrammet,41938272,"15,9"
Samhällsvetenskapsprogrammet,29423248,"15,7"
Samhällsvetenskapsprogrammet,33132452,"12,0"
Samhällsvetenskapsprogrammet,70811222,..
Samhällsvetenskapsprogrammet,17911161,"12,4"
Samhällsvetenskapsprogrammet,35084976,..
Samhällsvetenskapsprogrammet,77632411,"15,9"
Samhällsvetenskapsprogrammet,49068301,"15,2"
Samhällsvetenskapsprogrammet,59898194,"15,8"
Samhällsvetenskapsprogrammet,38195284,"13,5"
Samhällsvetenskapsprogrammet,97510495,"13,9"
Samhällsvetenskapsprogrammet,89461767,"14,8"
Samhällsvetenskapsprogrammet,94717858,"15,7"
Samhällsvetenskapsprogrammet,36288955,"17,8"
Samhällsvetenskapsprogrammet,74812809,"16,2"
Samhällsvetenskapsprogrammet,88839172,"18,6"
Samhällsvetenskapsprogrammet,48412612,"14,1"
Samhällsvetenskapsprogrammet,75075402,"14,2"
Samhällsvetenskapsprogrammet,26326048,"12,6"
Samhällsvetenskapsprogrammet,37839488,"12,2"
Samhällsvetenskapsprogrammet,59796774,..
Samhällsvetenskapsprogrammet,17675502,"9,8"
Samhällsvetenskapsprogrammet,75600007,"13,5"
Samhällsvetenskapsprogrammet,73812226,"11,8"
Samhällsvetenskapsprogrammet,88955893,"17,1"
Samhällsvetenskapsprogrammet,63943560,"12,5"
Samhällsvetenskapsprogrammet,85516596,"12,1"
Samhällsvetenskapsprogrammet,16784385,"14,9"
Samhällsvetenskapsprogrammet,89963319,..
Samhällsvetenskapsprogrammet,24339566,"14,3"
Samhällsvetenskapsprogrammet,65458415,..
Samhällsvetenskapsprogrammet,95154882,..
Samhällsvetenskapsprogrammet,28519815,"11,8"
Samhällsvetenskapsprogrammet,69543519,..
Samhällsvetenskapsprogrammet,24759907,"11,6"
Samhällsvetenskapsprogrammet,31315191,"14,8"
Samhällsvetenskapsprogrammet,42775003,"16,9"
Samhällsvetenskapsprogrammet,48555205,"13,8"
Samhällsvetenskapsprogrammet,32116280,..
Samhällsvetenskapsprogrammet,57143976,"14,1"
Samhällsvetenskapsprogrammet,53175499,..
Samhällsvetenskapsprogrammet,64388538,"17,1"
Samhällsvetenskapsprogrammet,52153758,"17,7"
Samhällsvetenskapsprogrammet,22116645,..
Samhällsvetenskapsprogrammet,99755443,"16,0"
Samhällsvetenskapsprogrammet,30167976,..
Samhällsvetenskapsprogrammet,50104466,..
Samhällsvetenskapsprogrammet,28004794,..
Samhällsvetenskapsprogrammet,32071849,"15,9"
Samhällsvetenskapsprogrammet,79845033,"13,2"
Samhällsvetenskapsprogrammet,41099519,"13,3"
Samhällsvetenskapsprogrammet,59386837,..
Samhällsvetenskapsprogrammet,21382451,"14,6"
Samhällsvetenskapsprogrammet,36769815,..
Samhällsvetenskapsprogrammet,43873969,"15,4"
Samhällsvetenskapsprogrammet,35301145,"13,9"
Samhällsvetenskapsprogrammet,59942080,"13,9"
Samhällsvetenskapsprogrammet,66273269,"15,1"
Samhällsvetenskapsprogrammet,11275959,..
Samhällsvetenskapsprogrammet,58518163,"13,6"
Samhällsvetenskapsprogrammet,37912396,"15,2"
Samhällsvetenskapsprogrammet,45593337,"13,8"
Samhällsvetenskapsprogrammet,19839859,..
Samhällsvetenskapsprogrammet,30615080,"12,5"
Samhällsvetenskapsprogrammet,25178582,"15,3"
Samhällsvetenskapsprogrammet,23476801,..
Samhällsvetenskapsprogrammet,56041144,"13,5"
Samhällsvetenskapsprogrammet,74322969,"14,1"
Samhällsvetenskapsprogrammet,90260899,"14,8"
Samhällsvetenskapsprogrammet,31057219,"16,7"
Samhällsvetenskapsprogrammet,27079521,"14,9"
Samhällsvetenskapsprogrammet,64579522,"15,2"
Samhällsvetenskapsprogrammet,34381901,"14,9"
Samhällsvetenskapsprogrammet,55150847,..
Samhällsvetenskapsprogrammet,90076461,"14,7"
Samhällsvetenskapsprogrammet,53069733,"14,1"
Samhällsvetenskapsprogrammet,95368476,"14,7"
Samhällsvetenskapsprogrammet,76448076,..
Samhällsvetenskapsprogrammet,86488203,"14,1"
Samhällsvetenskapsprogrammet,25156286,"15,3"
Samhällsvetenskapsprogrammet,28081446,"16,1"
Samhällsvetenskapsprogrammet,92949043,"13,9"
Samhällsvetenskapsprogrammet,91048178,"13,0"
Samhällsvetenskapsprogrammet,82718660,..
Samhällsvetenskapsprogrammet,12399380,..
Samhällsvetenskapsprogrammet,31486865,"15,2"
Samhällsvetenskapsprogrammet,97265732,"17,4"
Samhällsvetenskapsprogrammet,61720981,"13,4"
Samhällsvetenskapsprogrammet,50424828,..
Samhällsvetenskapsprogrammet,47393891,"13,6"
Samhällsvetenskapsprogrammet,48414975,"15,3"
Samhällsvetenskapsprogrammet,47108751,..
Samhällsvetenskapsprogrammet,33657492,"14,7"
Samhällsvetenskapsprogrammet,82195565,"14,4"
Samhällsvetenskapsprogrammet,77713695,"15,3"
Samhällsvetenskapsprogrammet,64667996,"15,5"
Samhällsvetenskapsprogrammet,23544320,"14,6"
Samhällsvetenskapsprogrammet,69040241,..
Samhällsvetenskapsprogrammet,63993414,..
Samhällsvetenskapsprogrammet,20855811,"12,6"
Samhällsvetenskapsprogrammet,53923398,"13,7"
Samhällsvetenskapsprogrammet,74560191,..
Samhällsvetenskapsprogrammet,47844862,"13,5"
Samhällsvetenskapsprogrammet,72984079,"11,9"
Samhällsvetenskapsprogrammet,36480690,"13,8"
Samhällsvetenskapsprogrammet,32995170,"12,3"
Samhällsvetenskapsprogrammet,52048443,..
Samhällsvetenskapsprogrammet,61674097,"15,3"
Samhällsvetenskapsprogrammet,32550660,"16,1"
Samhällsvetenskapsprogrammet,93488613,"11,8"
Samhällsvetenskapsprogrammet,45600034,..
Samhällsvetenskapsprogrammet,59599256,"14,4"
Samhällsvetenskapsprogrammet,26957025,"16,8"
Samhällsvetenskapsprogrammet,90509211,"13,6"
Samhällsvetenskapsprogrammet,50393060,"14,9"
Samhällsvetenskapsprogrammet,85788659,"12,3"
Samhällsvetenskapsprogrammet,95340745,..
Samhällsvetenskapsprogrammet,59521477,..
Samhällsvetenskapsprogrammet,92442684,"15,0"
Samhällsvetenskapsprogrammet,54599691,"14,3"
Samhällsvetenskapsprogrammet,31975673,"14,8"
Samhällsvetenskapsprogrammet,99864908,"13,9"
Samhällsvetenskapsprogrammet,63931325,..
Samhällsvetenskapsprogrammet,57391913,"15,5"
Samhällsvetenskapsprogrammet,46148350,"14,4"
Samhällsvetenskapsprogrammet,49868916,"14,4"
Samhällsvetenskapsprogrammet,74919147,"14,8"
Samhällsvetenskapsprogrammet,78389879,"13,7"
Samhällsvetenskapsprogrammet,24277564,..
Samhällsvetenskapsprogrammet,44412461,"15,9"
Samhällsvetenskapsprogrammet,36355200,"14,4"
Samhällsvetenskapsprogrammet,70803636,"14,8"
Samhällsvetenskapsprogrammet,77712952,"13,2"
Samhällsvetenskapsprogrammet,10433896,"15,3"
Samhällsvetenskapsprogrammet,49170638,"13,5"
Samhällsvetenskapsprogrammet,46379730,"14,7"
Samhällsvetenskapsprogrammet,25379974,"13,8"
Samhällsvetenskapsprogrammet,88025221,"14,2"
Samhällsvetenskapsprogrammet,18042101,"15,3"
Samhällsvetenskapsprogrammet,56041699,..
Samhällsvetenskapsprogrammet,45111086,"14,3"
Samhällsvetenskapsprogrammet,70955448,"15,5"
Samhällsvetenskapsprogrammet,67924816,"14,6"
Samhällsvetenskapsprogrammet,56084099,..
Samhällsvetenskapsprogrammet,13960635,"13,6"
Samhällsvetenskapsprogrammet,61176909,"14,3"
Samhällsvetenskapsprogrammet,21778322,"13,6"
Samhällsvetenskapsprogrammet,85485803,"13,5"
Samhällsvetenskapsprogrammet,88429477,"15,0"
Samhällsvetenskapsprogrammet,56802300,"14,7"
Samhällsvetenskapsprogrammet,15149235,"13,4"
Samhällsvetenskapsprogrammet,24538846,"13,4"
Samhällsvetenskapsprogrammet,67058407,"12,3"
Samhällsvetenskapsprogrammet,15791044,"13,4"
Samhällsvetenskapsprogrammet,65392939,"14,5"
Samhällsvetenskapsprogrammet,77358716,"16,6"
Samhällsvetenskapsprogrammet,49739986,"13,9"
Samhällsvetenskapsprogrammet,92192566,"15,2"
Samhällsvetenskapsprogrammet,56886667,"14,0"
Samhällsvetenskapsprogrammet,64648566,"13,6"
Samhällsvetenskapsprogrammet,65421426,"13,5"
Samhällsvetenskapsprogrammet,62394916,"14,9"
Samhällsvetenskapsprogrammet,72071234,"16,0"
Samhällsvetenskapsprogrammet,15933512,"13,9"
Samhällsvetenskapsprogrammet,64693272,..
Samhällsvetenskapsprogrammet,18072172,..
Samhällsvetenskapsprogrammet,65833454,"14,0"
Samhällsvetenskapsprogrammet,28045567,"14,3"
Samhällsvetenskapsprogrammet,18686599,"14,3"
Samhällsvetenskapsprogrammet,93779220,"14,6"
Samhällsvetenskapsprogrammet,80785976,"14,3"
Samhällsvetenskapsprogrammet,47559319,"13,0"
Samhällsvetenskapsprogrammet,56187883,"12,8"
Samhällsvetenskapsprogrammet,20752831,"13,3"
