program,provnamn,skol_kod,andel_c
handels- och administrationsprogrammet,engelska 5,38645259,..
industritekniska programmet,engelska 5,38645259,..
vvs- och fastighetsprogrammet,engelska 5,38645259,..
vård- och omsorgsprogrammet,engelska 5,38645259,..
handels- och administrationsprogrammet,engelska 5,87207941,"26,1"
handels- och administrationsprogrammet,engelska 5,11673760,"25,0"
restaurang- och livsmedelsprogrammet,engelska 5,11673760,"24,0"
vård- och omsorgsprogrammet,engelska 5,11673760,..
handels- och administrationsprogrammet,engelska 5,38400227,..
restaurang- och livsmedelsprogrammet,engelska 5,38400227,..
vvs- och fastighetsprogrammet,engelska 5,38400227,..
fordons- och transportprogrammet,engelska 5,83829189,..
industritekniska programmet,engelska 5,83829189,"29,4"
restaurang- och livsmedelsprogrammet,engelska 5,83829189,..
barn- och fritidsprogrammet,engelska 5,46145886,..
bygg- och anläggningsprogrammet,engelska 5,46145886,"37,5"
el- och energiprogrammet,engelska 5,46145886,"35,0"
hantverksprogrammet,engelska 5,46145886,.
vård- och omsorgsprogrammet,engelska 5,46145886,.
naturbruksprogrammet,engelska 5,75344502,"21,8"
bygg- och anläggningsprogrammet,engelska 5,84247499,"28,6"
el- och energiprogrammet,engelska 5,84247499,..
fordons- och transportprogrammet,engelska 5,84247499,"27,1"
barn- och fritidsprogrammet,engelska 5,27041885,..
handels- och administrationsprogrammet,engelska 5,27041885,..
vård- och omsorgsprogrammet,engelska 5,27041885,..
barn- och fritidsprogrammet,engelska 5,97064126,..
fordons- och transportprogrammet,engelska 5,97064126,..
vård- och omsorgsprogrammet,engelska 5,97064126,.
naturbruksprogrammet,engelska 5,32580162,..
barn- och fritidsprogrammet,engelska 5,48722826,..
el- och energiprogrammet,engelska 5,48722826,"25,0"
fordons- och transportprogrammet,engelska 5,48722826,..
handels- och administrationsprogrammet,engelska 5,48722826,..
hantverksprogrammet,engelska 5,48722826,..
industritekniska programmet,engelska 5,48722826,..
restaurang- och livsmedelsprogrammet,engelska 5,48722826,..
vård- och omsorgsprogrammet,engelska 5,48722826,..
bygg- och anläggningsprogrammet,engelska 5,71571158,.
fordons- och transportprogrammet,engelska 5,71571158,..
el- och energiprogrammet,engelska 5,53691739,..
barn- och fritidsprogrammet,engelska 5,97596286,"12,8"
hantverksprogrammet,engelska 5,97596286,..
vård- och omsorgsprogrammet,engelska 5,97596286,"20,0"
barn- och fritidsprogrammet,engelska 5,67554405,..
handels- och administrationsprogrammet,engelska 5,67554405,"18,5"
hantverksprogrammet,engelska 5,67554405,"33,3"
vård- och omsorgsprogrammet,engelska 5,67554405,..
bygg- och anläggningsprogrammet,engelska 5,86473502,..
handels- och administrationsprogrammet,engelska 5,86473502,..
hantverksprogrammet,engelska 5,86473502,..
naturbruksprogrammet,engelska 5,86473502,..
vvs- och fastighetsprogrammet,engelska 5,86473502,..
vård- och omsorgsprogrammet,engelska 5,86473502,.
handels- och administrationsprogrammet,engelska 5,98239050,..
bygg- och anläggningsprogrammet,engelska 5,58368956,"28,8"
fordons- och transportprogrammet,engelska 5,73567152,"30,4"
vvs- och fastighetsprogrammet,engelska 5,73567152,..
naturbruksprogrammet,engelska 5,61547652,"22,2"
el- och energiprogrammet,engelska 5,60209222,"31,0"
industritekniska programmet,engelska 5,60209222,..
restaurang- och livsmedelsprogrammet,engelska 5,60209222,"23,8"
el- och energiprogrammet,engelska 5,78872213,"26,3"
handels- och administrationsprogrammet,engelska 5,78872213,..
fordons- och transportprogrammet,engelska 5,84286698,..
industritekniska programmet,engelska 5,84286698,.
vård- och omsorgsprogrammet,engelska 5,84286698,.
naturbruksprogrammet,engelska 5,62490359,"29,4"
naturbruksprogrammet,engelska 5,64725297,"28,1"
naturbruksprogrammet,engelska 5,43362941,"40,9"
barn- och fritidsprogrammet,engelska 5,23350817,..
bygg- och anläggningsprogrammet,engelska 5,23350817,..
fordons- och transportprogrammet,engelska 5,23350817,..
handels- och administrationsprogrammet,engelska 5,23350817,..
restaurang- och livsmedelsprogrammet,engelska 5,23350817,.
vård- och omsorgsprogrammet,engelska 5,76860623,"37,5"
barn- och fritidsprogrammet,engelska 5,56021320,"20,8"
bygg- och anläggningsprogrammet,engelska 5,41358402,..
hantverksprogrammet,engelska 5,64569393,"33,3"
barn- och fritidsprogrammet,engelska 5,87262566,..
bygg- och anläggningsprogrammet,engelska 5,87262566,..
fordons- och transportprogrammet,engelska 5,87262566,"19,2"
handels- och administrationsprogrammet,engelska 5,87262566,.
hantverksprogrammet,engelska 5,87262566,..
industritekniska programmet,engelska 5,87262566,..
restaurang- och livsmedelsprogrammet,engelska 5,87262566,..
vård- och omsorgsprogrammet,engelska 5,87262566,..
barn- och fritidsprogrammet,engelska 5,23457902,..
bygg- och anläggningsprogrammet,engelska 5,23457902,.
handels- och administrationsprogrammet,engelska 5,23457902,..
hantverksprogrammet,engelska 5,23457902,..
naturbruksprogrammet,engelska 5,23457902,..
vvs- och fastighetsprogrammet,engelska 5,23457902,..
naturbruksprogrammet,engelska 5,27597104,"22,2"
barn- och fritidsprogrammet,engelska 5,57397381,..
handels- och administrationsprogrammet,engelska 5,57397381,..
restaurang- och livsmedelsprogrammet,engelska 5,57397381,..
vård- och omsorgsprogrammet,engelska 5,57397381,..
bygg- och anläggningsprogrammet,engelska 5,56947954,"27,8"
el- och energiprogrammet,engelska 5,56947954,"38,2"
fordons- och transportprogrammet,engelska 5,56947954,"24,0"
barn- och fritidsprogrammet,engelska 5,72022487,"33,3"
bygg- och anläggningsprogrammet,engelska 5,72022487,"24,1"
el- och energiprogrammet,engelska 5,72022487,"41,2"
fordons- och transportprogrammet,engelska 5,72022487,..
handels- och administrationsprogrammet,engelska 5,72022487,..
industritekniska programmet,engelska 5,72022487,..
restaurang- och livsmedelsprogrammet,engelska 5,72022487,..
vvs- och fastighetsprogrammet,engelska 5,72022487,"66,7"
vård- och omsorgsprogrammet,engelska 5,72022487,.
barn- och fritidsprogrammet,engelska 5,70969556,.
el- och energiprogrammet,engelska 5,70969556,..
fordons- och transportprogrammet,engelska 5,70969556,..
vård- och omsorgsprogrammet,engelska 5,70969556,..
barn- och fritidsprogrammet,engelska 5,28248021,..
bygg- och anläggningsprogrammet,engelska 5,28248021,..
el- och energiprogrammet,engelska 5,28248021,..
vård- och omsorgsprogrammet,engelska 5,28248021,..
barn- och fritidsprogrammet,engelska 5,44417214,..
bygg- och anläggningsprogrammet,engelska 5,44417214,..
handels- och administrationsprogrammet,engelska 5,44417214,..
hantverksprogrammet,engelska 5,44417214,..
restaurang- och livsmedelsprogrammet,engelska 5,44417214,"75,0"
vvs- och fastighetsprogrammet,engelska 5,44417214,..
vård- och omsorgsprogrammet,engelska 5,44417214,..
barn- och fritidsprogrammet,engelska 5,25025681,..
handels- och administrationsprogrammet,engelska 5,49488344,..
bygg- och anläggningsprogrammet,engelska 5,74408578,"25,0"
el- och energiprogrammet,engelska 5,74408578,..
bygg- och anläggningsprogrammet,engelska 5,86724994,"38,2"
el- och energiprogrammet,engelska 5,86724994,"54,5"
fordons- och transportprogrammet,engelska 5,86724994,.
industritekniska programmet,engelska 5,86724994,.
vvs- och fastighetsprogrammet,engelska 5,86724994,..
hantverksprogrammet,engelska 5,86158933,..
restaurang- och livsmedelsprogrammet,engelska 5,86158933,..
barn- och fritidsprogrammet,engelska 5,14102256,..
handels- och administrationsprogrammet,engelska 5,14102256,..
vård- och omsorgsprogrammet,engelska 5,14102256,..
barn- och fritidsprogrammet,engelska 5,75082280,..
restaurang- och livsmedelsprogrammet,engelska 5,75082280,..
vård- och omsorgsprogrammet,engelska 5,75914181,..
bygg- och anläggningsprogrammet,engelska 5,39302565,..
el- och energiprogrammet,engelska 5,39302565,"33,3"
fordons- och transportprogrammet,engelska 5,39302565,..
hantverksprogrammet,engelska 5,36072799,"17,9"
restaurang- och livsmedelsprogrammet,engelska 5,36072799,..
bygg- och anläggningsprogrammet,engelska 5,61432781,"25,0"
fordons- och transportprogrammet,engelska 5,61432781,..
restaurang- och livsmedelsprogrammet,engelska 5,78287294,"31,3"
vvs- och fastighetsprogrammet,engelska 5,78287294,..
el- och energiprogrammet,engelska 5,74316305,"37,5"
barn- och fritidsprogrammet,engelska 5,39096170,..
vård- och omsorgsprogrammet,engelska 5,99279503,"22,5"
vård- och omsorgsprogrammet,engelska 5,70412563,..
el- och energiprogrammet,engelska 5,72109637,..
industritekniska programmet,engelska 5,72109637,..
barn- och fritidsprogrammet,engelska 5,69240218,..
bygg- och anläggningsprogrammet,engelska 5,14057258,..
fordons- och transportprogrammet,engelska 5,14057258,.
handels- och administrationsprogrammet,engelska 5,43313366,"34,6"
bygg- och anläggningsprogrammet,engelska 5,81551726,..
el- och energiprogrammet,engelska 5,81551726,..
fordons- och transportprogrammet,engelska 5,81551726,..
hantverksprogrammet,engelska 5,81551726,..
vvs- och fastighetsprogrammet,engelska 5,81551726,..
el- och energiprogrammet,engelska 5,77823650,..
naturbruksprogrammet,engelska 5,77823650,"37,5"
handels- och administrationsprogrammet,engelska 5,37550979,..
fordons- och transportprogrammet,engelska 5,52634142,"24,0"
naturbruksprogrammet,engelska 5,52634142,"17,6"
bygg- och anläggningsprogrammet,engelska 5,76195214,"46,2"
el- och energiprogrammet,engelska 5,76195214,..
fordons- och transportprogrammet,engelska 5,76195214,.
handels- och administrationsprogrammet,engelska 5,76195214,"42,1"
hantverksprogrammet,engelska 5,76195214,..
vvs- och fastighetsprogrammet,engelska 5,76195214,..
vård- och omsorgsprogrammet,engelska 5,76195214,.
naturbruksprogrammet,engelska 5,32705515,"27,1"
restaurang- och livsmedelsprogrammet,engelska 5,32705515,"37,5"
barn- och fritidsprogrammet,engelska 5,60214465,..
handels- och administrationsprogrammet,engelska 5,60214465,..
bygg- och anläggningsprogrammet,engelska 5,70137084,"26,3"
el- och energiprogrammet,engelska 5,70137084,..
fordons- och transportprogrammet,engelska 5,70137084,..
industritekniska programmet,engelska 5,82002016,..
vård- och omsorgsprogrammet,engelska 5,21901328,..
barn- och fritidsprogrammet,engelska 5,23306658,..
industritekniska programmet,engelska 5,23306658,.
naturbruksprogrammet,engelska 5,23306658,..
vård- och omsorgsprogrammet,engelska 5,23306658,..
bygg- och anläggningsprogrammet,engelska 5,57350392,..
hantverksprogrammet,engelska 5,57350392,..
handels- och administrationsprogrammet,engelska 5,11102578,..
el- och energiprogrammet,engelska 5,69306209,..
industritekniska programmet,engelska 5,69306209,..
bygg- och anläggningsprogrammet,engelska 5,92651253,..
fordons- och transportprogrammet,engelska 5,92651253,..
restaurang- och livsmedelsprogrammet,engelska 5,31740319,"45,5"
vård- och omsorgsprogrammet,engelska 5,31740319,"27,3"
hantverksprogrammet,engelska 5,17944628,"37,5"
barn- och fritidsprogrammet,engelska 5,94090461,"23,3"
industritekniska programmet,engelska 5,12954099,"50,0"
el- och energiprogrammet,engelska 5,80931789,"51,7"
handels- och administrationsprogrammet,engelska 5,84098842,"35,7"
el- och energiprogrammet,engelska 5,90473340,"47,8"
bygg- och anläggningsprogrammet,engelska 5,26167236,..
fordons- och transportprogrammet,engelska 5,26167236,..
handels- och administrationsprogrammet,engelska 5,26167236,..
hantverksprogrammet,engelska 5,26167236,..
industritekniska programmet,engelska 5,26167236,..
vvs- och fastighetsprogrammet,engelska 5,26167236,..
vård- och omsorgsprogrammet,engelska 5,69807202,"33,3"
hantverksprogrammet,engelska 5,64648904,..
barn- och fritidsprogrammet,engelska 5,63035915,"30,0"
bygg- och anläggningsprogrammet,engelska 5,63035915,"30,0"
el- och energiprogrammet,engelska 5,63035915,"36,7"
handels- och administrationsprogrammet,engelska 5,63035915,"20,0"
restaurang- och livsmedelsprogrammet,engelska 5,63035915,"31,4"
vård- och omsorgsprogrammet,engelska 5,63035915,..
handels- och administrationsprogrammet,engelska 5,26324896,"33,3"
fordons- och transportprogrammet,engelska 5,28848709,..
el- och energiprogrammet,engelska 5,12613085,"42,1"
hantverksprogrammet,engelska 5,53896162,..
fordons- och transportprogrammet,engelska 5,11185244,..
hantverksprogrammet,engelska 5,11185244,..
naturbruksprogrammet,engelska 5,11185244,"30,0"
naturbruksprogrammet,engelska 5,56211717,..
el- och energiprogrammet,engelska 5,66824652,..
industritekniska programmet,engelska 5,49168016,"45,5"
bygg- och anläggningsprogrammet,engelska 5,32042066,"21,4"
el- och energiprogrammet,engelska 5,32042066,"40,0"
vård- och omsorgsprogrammet,engelska 5,32042066,..
handels- och administrationsprogrammet,engelska 5,50821167,..
restaurang- och livsmedelsprogrammet,engelska 5,50821167,..
barn- och fritidsprogrammet,engelska 5,92814975,..
bygg- och anläggningsprogrammet,engelska 5,92814975,..
el- och energiprogrammet,engelska 5,92814975,"50,0"
industritekniska programmet,engelska 5,92814975,..
fordons- och transportprogrammet,engelska 5,28770304,"22,9"
el- och energiprogrammet,engelska 5,69063711,"24,0"
hantverksprogrammet,engelska 5,69063711,..
handels- och administrationsprogrammet,engelska 5,77609073,"33,3"
hantverksprogrammet,engelska 5,35894996,..
vård- och omsorgsprogrammet,engelska 5,35894996,"26,1"
fordons- och transportprogrammet,engelska 5,17119840,..
barn- och fritidsprogrammet,engelska 5,68748767,..
handels- och administrationsprogrammet,engelska 5,68748767,..
hantverksprogrammet,engelska 5,68748767,..
restaurang- och livsmedelsprogrammet,engelska 5,68748767,..
handels- och administrationsprogrammet,engelska 5,25596917,"26,3"
barn- och fritidsprogrammet,engelska 5,20984584,..
bygg- och anläggningsprogrammet,engelska 5,20984584,..
handels- och administrationsprogrammet,engelska 5,20984584,..
hantverksprogrammet,engelska 5,20984584,..
naturbruksprogrammet,engelska 5,20984584,..
restaurang- och livsmedelsprogrammet,engelska 5,20984584,..
vvs- och fastighetsprogrammet,engelska 5,20984584,..
vård- och omsorgsprogrammet,engelska 5,20984584,..
el- och energiprogrammet,engelska 5,52129378,"33,3"
bygg- och anläggningsprogrammet,engelska 5,98541468,..
hantverksprogrammet,engelska 5,31155312,..
barn- och fritidsprogrammet,engelska 5,25648215,..
bygg- och anläggningsprogrammet,engelska 5,25648215,..
handels- och administrationsprogrammet,engelska 5,25648215,.
industritekniska programmet,engelska 5,25648215,..
vvs- och fastighetsprogrammet,engelska 5,25648215,..
vård- och omsorgsprogrammet,engelska 5,25648215,..
el- och energiprogrammet,engelska 5,61823258,..
fordons- och transportprogrammet,engelska 5,61823258,..
hantverksprogrammet,engelska 5,61823258,..
naturbruksprogrammet,engelska 5,61823258,..
naturbruksprogrammet,engelska 5,39178171,"34,5"
bygg- och anläggningsprogrammet,engelska 5,79994304,..
hantverksprogrammet,engelska 5,79994304,..
el- och energiprogrammet,engelska 5,68006362,"35,6"
vvs- och fastighetsprogrammet,engelska 5,68006362,"25,8"
vård- och omsorgsprogrammet,engelska 5,68006362,"12,2"
barn- och fritidsprogrammet,engelska 5,11608031,..
handels- och administrationsprogrammet,engelska 5,11608031,..
hantverksprogrammet,engelska 5,11608031,..
restaurang- och livsmedelsprogrammet,engelska 5,11608031,..
bygg- och anläggningsprogrammet,engelska 5,86762103,..
el- och energiprogrammet,engelska 5,86762103,..
fordons- och transportprogrammet,engelska 5,86762103,..
handels- och administrationsprogrammet,engelska 5,86762103,.
vvs- och fastighetsprogrammet,engelska 5,86762103,..
bygg- och anläggningsprogrammet,engelska 5,68381790,..
el- och energiprogrammet,engelska 5,68381790,..
handels- och administrationsprogrammet,engelska 5,68381790,..
barn- och fritidsprogrammet,engelska 5,13006857,..
bygg- och anläggningsprogrammet,engelska 5,13006857,..
el- och energiprogrammet,engelska 5,13006857,..
industritekniska programmet,engelska 5,13006857,..
vård- och omsorgsprogrammet,engelska 5,13006857,..
fordons- och transportprogrammet,engelska 5,76007769,"27,3"
restaurang- och livsmedelsprogrammet,engelska 5,76007769,..
bygg- och anläggningsprogrammet,engelska 5,16956086,"28,6"
el- och energiprogrammet,engelska 5,16956086,"44,4"
handels- och administrationsprogrammet,engelska 5,16956086,..
industritekniska programmet,engelska 5,16956086,..
vård- och omsorgsprogrammet,engelska 5,16956086,"38,5"
naturbruksprogrammet,engelska 5,93486713,"14,7"
barn- och fritidsprogrammet,engelska 5,58187973,..
el- och energiprogrammet,engelska 5,58187973,..
vvs- och fastighetsprogrammet,engelska 5,58187973,..
vård- och omsorgsprogrammet,engelska 5,58187973,..
barn- och fritidsprogrammet,engelska 5,88894245,..
el- och energiprogrammet,engelska 5,88894245,..
barn- och fritidsprogrammet,engelska 5,71160225,"41,7"
vård- och omsorgsprogrammet,engelska 5,71160225,..
bygg- och anläggningsprogrammet,engelska 5,67752682,"27,8"
el- och energiprogrammet,engelska 5,67752682,..
