program,skolkod,andel_med_utokat_prog
naturvetenskapsprogrammet,59483268,..
naturvetenskapsprogrammet,21663998,"17,2"
naturvetenskapsprogrammet,20595770,"48,0"
naturvetenskapsprogrammet,45164827,"11,4"
naturvetenskapsprogrammet,34153869,"44,0"
naturvetenskapsprogrammet,17846181,..
naturvetenskapsprogrammet,75082798,..
naturvetenskapsprogrammet,34637764,"19,7"
naturvetenskapsprogrammet,48434184,..
naturvetenskapsprogrammet,95684185,..
naturvetenskapsprogrammet,17008320,"55,2"
naturvetenskapsprogrammet,25720752,..
naturvetenskapsprogrammet,55155562,"84,6"
naturvetenskapsprogrammet,23164911,"31,6"
naturvetenskapsprogrammet,19981611,..
naturvetenskapsprogrammet,19586169,..
naturvetenskapsprogrammet,24273261,.
naturvetenskapsprogrammet,59455288,..
naturvetenskapsprogrammet,25677996,..
naturvetenskapsprogrammet,35063170,..
naturvetenskapsprogrammet,31279294,..
naturvetenskapsprogrammet,36782335,..
naturvetenskapsprogrammet,23897040,.
naturvetenskapsprogrammet,20666515,..
naturvetenskapsprogrammet,54965510,"16,7"
naturvetenskapsprogrammet,84835666,"60,7"
naturvetenskapsprogrammet,64740897,.
naturvetenskapsprogrammet,78979604,..
naturvetenskapsprogrammet,85068812,..
naturvetenskapsprogrammet,78397312,..
naturvetenskapsprogrammet,89837629,..
naturvetenskapsprogrammet,12994441,..
naturvetenskapsprogrammet,88774402,"93,2"
naturvetenskapsprogrammet,75141151,.
naturvetenskapsprogrammet,84306392,"20,9"
naturvetenskapsprogrammet,26627862,..
naturvetenskapsprogrammet,72517762,"62,5"
naturvetenskapsprogrammet,38684438,.
naturvetenskapsprogrammet,35647481,"51,4"
naturvetenskapsprogrammet,69983740,..
naturvetenskapsprogrammet,66491596,"25,6"
naturvetenskapsprogrammet,12052268,..
naturvetenskapsprogrammet,71597051,..
naturvetenskapsprogrammet,40690520,..
naturvetenskapsprogrammet,21505555,..
naturvetenskapsprogrammet,70066748,..
naturvetenskapsprogrammet,19207279,"21,3"
naturvetenskapsprogrammet,53640774,..
naturvetenskapsprogrammet,72127035,..
naturvetenskapsprogrammet,74148070,"44,4"
naturvetenskapsprogrammet,19051089,..
naturvetenskapsprogrammet,98052678,"40,4"
naturvetenskapsprogrammet,16313848,..
naturvetenskapsprogrammet,11294673,..
naturvetenskapsprogrammet,86327236,..
naturvetenskapsprogrammet,83137205,..
naturvetenskapsprogrammet,54172830,"68,2"
naturvetenskapsprogrammet,65136104,..
naturvetenskapsprogrammet,56330385,..
naturvetenskapsprogrammet,20228162,"21,6"
naturvetenskapsprogrammet,53462953,"38,7"
naturvetenskapsprogrammet,60730660,"50,0"
naturvetenskapsprogrammet,82592568,"52,6"
naturvetenskapsprogrammet,78875918,..
naturvetenskapsprogrammet,86385479,..
naturvetenskapsprogrammet,49862313,..
naturvetenskapsprogrammet,42859669,..
naturvetenskapsprogrammet,99592025,"18,5"
naturvetenskapsprogrammet,47550455,..
naturvetenskapsprogrammet,47046103,..
naturvetenskapsprogrammet,58125096,..
naturvetenskapsprogrammet,82914148,..
naturvetenskapsprogrammet,20620556,..
naturvetenskapsprogrammet,17173461,..
naturvetenskapsprogrammet,30468157,..
naturvetenskapsprogrammet,61528940,..
naturvetenskapsprogrammet,92858957,"50,0"
naturvetenskapsprogrammet,86296935,..
naturvetenskapsprogrammet,44113417,"76,9"
naturvetenskapsprogrammet,39555838,..
naturvetenskapsprogrammet,85214294,..
naturvetenskapsprogrammet,82084961,..
naturvetenskapsprogrammet,51210136,"8,3"
naturvetenskapsprogrammet,80686587,..
naturvetenskapsprogrammet,91984508,"74,3"
naturvetenskapsprogrammet,40667807,..
naturvetenskapsprogrammet,88466776,"85,7"
naturvetenskapsprogrammet,57942242,..
naturvetenskapsprogrammet,77688926,..
naturvetenskapsprogrammet,29032715,..
naturvetenskapsprogrammet,48931433,..
naturvetenskapsprogrammet,96024712,"15,5"
naturvetenskapsprogrammet,30458073,..
naturvetenskapsprogrammet,27115998,..
naturvetenskapsprogrammet,79516949,..
naturvetenskapsprogrammet,87207941,..
naturvetenskapsprogrammet,46574937,"33,3"
naturvetenskapsprogrammet,63791419,"62,1"
naturvetenskapsprogrammet,81619482,"62,5"
naturvetenskapsprogrammet,90006712,"100,0"
naturvetenskapsprogrammet,39149668,..
naturvetenskapsprogrammet,38233622,"91,7"
naturvetenskapsprogrammet,48722826,..
naturvetenskapsprogrammet,98239050,..
naturvetenskapsprogrammet,61547652,..
naturvetenskapsprogrammet,87034307,"22,0"
naturvetenskapsprogrammet,78872213,.
naturvetenskapsprogrammet,76860623,.
naturvetenskapsprogrammet,64160122,..
naturvetenskapsprogrammet,56947954,"25,0"
naturvetenskapsprogrammet,72022487,..
naturvetenskapsprogrammet,71512894,"86,7"
naturvetenskapsprogrammet,28248021,..
naturvetenskapsprogrammet,44417214,..
naturvetenskapsprogrammet,88776535,"27,3"
naturvetenskapsprogrammet,71043974,"22,0"
naturvetenskapsprogrammet,57777751,.
naturvetenskapsprogrammet,89807183,..
naturvetenskapsprogrammet,96818167,..
naturvetenskapsprogrammet,67300857,"21,6"
naturvetenskapsprogrammet,99279503,..
naturvetenskapsprogrammet,63653488,.
naturvetenskapsprogrammet,84476205,"79,2"
naturvetenskapsprogrammet,69240218,..
naturvetenskapsprogrammet,12934438,"22,6"
naturvetenskapsprogrammet,43313366,..
naturvetenskapsprogrammet,82002016,..
naturvetenskapsprogrammet,23306658,..
naturvetenskapsprogrammet,69306209,..
naturvetenskapsprogrammet,94090461,..
naturvetenskapsprogrammet,80931789,"10,0"
naturvetenskapsprogrammet,69807202,..
naturvetenskapsprogrammet,75939593,"26,5"
naturvetenskapsprogrammet,56639389,"29,7"
naturvetenskapsprogrammet,95700485,"95,5"
naturvetenskapsprogrammet,53896162,"34,4"
naturvetenskapsprogrammet,17779637,..
naturvetenskapsprogrammet,66824652,..
naturvetenskapsprogrammet,49168016,..
naturvetenskapsprogrammet,60873719,"62,9"
naturvetenskapsprogrammet,21938183,..
naturvetenskapsprogrammet,69063711,..
naturvetenskapsprogrammet,12926770,..
naturvetenskapsprogrammet,68748767,..
naturvetenskapsprogrammet,23548714,..
naturvetenskapsprogrammet,48593439,..
naturvetenskapsprogrammet,91773491,..
naturvetenskapsprogrammet,30361243,"32,5"
naturvetenskapsprogrammet,25596917,"64,0"
naturvetenskapsprogrammet,65722876,..
naturvetenskapsprogrammet,65381163,..
naturvetenskapsprogrammet,84424083,"54,5"
naturvetenskapsprogrammet,78231062,"14,7"
naturvetenskapsprogrammet,10481541,"76,9"
naturvetenskapsprogrammet,68381790,..
naturvetenskapsprogrammet,13006857,..
naturvetenskapsprogrammet,16956086,"56,0"
naturvetenskapsprogrammet,58187973,..
naturvetenskapsprogrammet,31870541,.
naturvetenskapsprogrammet,44672598,"88,5"
naturvetenskapsprogrammet,31822012,.
naturvetenskapsprogrammet,83161201,"33,3"
naturvetenskapsprogrammet,16702464,.
naturvetenskapsprogrammet,36252055,"8,7"
naturvetenskapsprogrammet,58907711,..
naturvetenskapsprogrammet,71541108,..
naturvetenskapsprogrammet,69471748,..
naturvetenskapsprogrammet,76485705,"28,1"
naturvetenskapsprogrammet,93239262,..
naturvetenskapsprogrammet,75575321,..
naturvetenskapsprogrammet,24194577,..
naturvetenskapsprogrammet,51955293,..
naturvetenskapsprogrammet,51736304,..
naturvetenskapsprogrammet,95785055,..
naturvetenskapsprogrammet,68655578,..
naturvetenskapsprogrammet,37054246,..
naturvetenskapsprogrammet,39199869,"48,3"
naturvetenskapsprogrammet,59655752,..
naturvetenskapsprogrammet,41555549,..
naturvetenskapsprogrammet,81876614,"68,0"
naturvetenskapsprogrammet,67071618,..
naturvetenskapsprogrammet,75324351,.
naturvetenskapsprogrammet,61229217,..
naturvetenskapsprogrammet,59575030,..
naturvetenskapsprogrammet,77440824,..
naturvetenskapsprogrammet,14292382,..
naturvetenskapsprogrammet,87859089,..
naturvetenskapsprogrammet,98908403,..
naturvetenskapsprogrammet,16493131,"41,9"
naturvetenskapsprogrammet,83272868,"53,6"
naturvetenskapsprogrammet,45552626,"34,3"
naturvetenskapsprogrammet,16748680,..
naturvetenskapsprogrammet,65674821,..
naturvetenskapsprogrammet,38048202,..
naturvetenskapsprogrammet,65320354,"20,6"
naturvetenskapsprogrammet,76903284,..
naturvetenskapsprogrammet,49141105,..
naturvetenskapsprogrammet,26996566,.
naturvetenskapsprogrammet,27704246,"28,4"
naturvetenskapsprogrammet,69747871,..
naturvetenskapsprogrammet,79346084,"53,6"
naturvetenskapsprogrammet,14448619,..
naturvetenskapsprogrammet,43565270,"43,5"
naturvetenskapsprogrammet,52791537,..
naturvetenskapsprogrammet,85819857,..
naturvetenskapsprogrammet,54117171,"24,5"
naturvetenskapsprogrammet,48120273,..
naturvetenskapsprogrammet,94167577,..
naturvetenskapsprogrammet,53903798,..
naturvetenskapsprogrammet,69650864,"37,7"
naturvetenskapsprogrammet,41938272,"70,6"
naturvetenskapsprogrammet,76054399,"51,5"
naturvetenskapsprogrammet,60142020,..
naturvetenskapsprogrammet,70811222,..
naturvetenskapsprogrammet,17911161,..
naturvetenskapsprogrammet,35084976,"81,8"
naturvetenskapsprogrammet,77632411,"36,9"
naturvetenskapsprogrammet,49068301,.
naturvetenskapsprogrammet,38195284,..
naturvetenskapsprogrammet,97510495,..
naturvetenskapsprogrammet,89461767,..
naturvetenskapsprogrammet,94717858,..
naturvetenskapsprogrammet,53760158,"78,9"
naturvetenskapsprogrammet,37802196,..
naturvetenskapsprogrammet,36288955,"66,1"
naturvetenskapsprogrammet,74812809,"95,2"
naturvetenskapsprogrammet,88839172,"32,3"
naturvetenskapsprogrammet,95618280,"19,6"
naturvetenskapsprogrammet,26326048,..
naturvetenskapsprogrammet,37839488,..
naturvetenskapsprogrammet,59796774,..
naturvetenskapsprogrammet,75600007,"68,2"
naturvetenskapsprogrammet,73812226,..
naturvetenskapsprogrammet,82964090,"10,5"
naturvetenskapsprogrammet,24339566,..
naturvetenskapsprogrammet,65458415,.
naturvetenskapsprogrammet,52333875,"50,0"
naturvetenskapsprogrammet,69543519,"38,5"
naturvetenskapsprogrammet,24759907,..
naturvetenskapsprogrammet,31315191,"53,8"
naturvetenskapsprogrammet,56670842,"16,7"
naturvetenskapsprogrammet,48555205,..
naturvetenskapsprogrammet,31313926,.
naturvetenskapsprogrammet,30312720,"25,0"
naturvetenskapsprogrammet,32116280,.
naturvetenskapsprogrammet,53175499,"93,8"
naturvetenskapsprogrammet,52153758,"21,0"
naturvetenskapsprogrammet,22116645,"27,5"
naturvetenskapsprogrammet,30167976,..
naturvetenskapsprogrammet,50104466,..
naturvetenskapsprogrammet,28004794,..
naturvetenskapsprogrammet,32071849,"37,8"
naturvetenskapsprogrammet,41099519,..
naturvetenskapsprogrammet,59386837,..
naturvetenskapsprogrammet,21382451,..
naturvetenskapsprogrammet,43873969,..
naturvetenskapsprogrammet,24993048,..
naturvetenskapsprogrammet,66273269,..
naturvetenskapsprogrammet,11275959,.
naturvetenskapsprogrammet,58518163,.
naturvetenskapsprogrammet,37912396,..
naturvetenskapsprogrammet,45593337,..
naturvetenskapsprogrammet,10226870,"55,0"
naturvetenskapsprogrammet,32057701,.
naturvetenskapsprogrammet,30615080,..
naturvetenskapsprogrammet,70543431,..
naturvetenskapsprogrammet,23476801,..
naturvetenskapsprogrammet,86351879,"66,7"
naturvetenskapsprogrammet,74322969,.
naturvetenskapsprogrammet,90260899,..
naturvetenskapsprogrammet,31057219,..
naturvetenskapsprogrammet,27079521,..
naturvetenskapsprogrammet,64579522,..
naturvetenskapsprogrammet,34381901,"50,0"
naturvetenskapsprogrammet,55150847,..
naturvetenskapsprogrammet,53069733,"86,7"
naturvetenskapsprogrammet,99394620,..
naturvetenskapsprogrammet,76448076,..
naturvetenskapsprogrammet,84329061,..
naturvetenskapsprogrammet,82718660,..
naturvetenskapsprogrammet,31486865,..
naturvetenskapsprogrammet,97265732,..
naturvetenskapsprogrammet,61720981,..
naturvetenskapsprogrammet,98651664,"29,9"
naturvetenskapsprogrammet,33657492,..
naturvetenskapsprogrammet,37078868,..
naturvetenskapsprogrammet,16130958,..
naturvetenskapsprogrammet,77713695,"96,9"
naturvetenskapsprogrammet,16218090,..
naturvetenskapsprogrammet,23544320,"46,5"
naturvetenskapsprogrammet,49136871,..
naturvetenskapsprogrammet,20855811,..
naturvetenskapsprogrammet,53923398,"40,0"
naturvetenskapsprogrammet,74560191,..
naturvetenskapsprogrammet,47844862,"76,8"
naturvetenskapsprogrammet,72984079,"68,8"
naturvetenskapsprogrammet,52048443,..
naturvetenskapsprogrammet,61674097,.
naturvetenskapsprogrammet,32550660,"12,7"
naturvetenskapsprogrammet,93488613,.
naturvetenskapsprogrammet,45600034,..
naturvetenskapsprogrammet,59599256,"14,9"
naturvetenskapsprogrammet,26957025,"40,7"
naturvetenskapsprogrammet,90509211,.
naturvetenskapsprogrammet,11953769,.
naturvetenskapsprogrammet,50393060,..
naturvetenskapsprogrammet,95340745,..
naturvetenskapsprogrammet,54004368,"24,6"
naturvetenskapsprogrammet,31975673,..
naturvetenskapsprogrammet,82251333,..
naturvetenskapsprogrammet,63931325,..
naturvetenskapsprogrammet,57391913,"71,4"
naturvetenskapsprogrammet,46148350,"72,2"
naturvetenskapsprogrammet,50133877,"39,3"
naturvetenskapsprogrammet,74919147,..
naturvetenskapsprogrammet,24277564,.
naturvetenskapsprogrammet,44412461,"11,8"
naturvetenskapsprogrammet,18217765,"26,5"
naturvetenskapsprogrammet,49576295,"40,0"
naturvetenskapsprogrammet,49170638,..
naturvetenskapsprogrammet,25379974,.
naturvetenskapsprogrammet,88025221,"16,8"
naturvetenskapsprogrammet,18042101,"81,3"
naturvetenskapsprogrammet,56041699,..
naturvetenskapsprogrammet,70955448,"100,0"
naturvetenskapsprogrammet,46707989,..
naturvetenskapsprogrammet,61176909,..
naturvetenskapsprogrammet,21778322,..
naturvetenskapsprogrammet,62612992,"48,3"
naturvetenskapsprogrammet,94975733,"41,4"
naturvetenskapsprogrammet,56802300,..
naturvetenskapsprogrammet,15149235,"66,7"
naturvetenskapsprogrammet,13981977,..
naturvetenskapsprogrammet,67058407,..
naturvetenskapsprogrammet,15791044,"76,9"
naturvetenskapsprogrammet,64908550,..
naturvetenskapsprogrammet,77358716,..
naturvetenskapsprogrammet,92192566,.
naturvetenskapsprogrammet,56886667,"27,4"
naturvetenskapsprogrammet,65421426,"31,7"
naturvetenskapsprogrammet,62394916,..
naturvetenskapsprogrammet,72071234,"37,3"
naturvetenskapsprogrammet,64693272,..
naturvetenskapsprogrammet,65833454,..
naturvetenskapsprogrammet,34988313,"21,3"
naturvetenskapsprogrammet,38880984,..
naturvetenskapsprogrammet,18686599,"100,0"
naturvetenskapsprogrammet,47559319,..
naturvetenskapsprogrammet,20752831,..
naturvetenskapsprogrammet,51023367,..
naturvetenskapsprogrammet,34739511,"100,0"
naturvetenskapsprogrammet,52690153,..
restaurang- och livsmedelsprogrammet,61004230,.
restaurang- och livsmedelsprogrammet,19464342,..
restaurang- och livsmedelsprogrammet,43609520,..
restaurang- och livsmedelsprogrammet,83474173,..
restaurang- och livsmedelsprogrammet,91487291,..
restaurang- och livsmedelsprogrammet,88445871,"78,1"
restaurang- och livsmedelsprogrammet,23424275,"28,6"
restaurang- och livsmedelsprogrammet,40386043,..
restaurang- och livsmedelsprogrammet,33685428,..
restaurang- och livsmedelsprogrammet,75082798,..
restaurang- och livsmedelsprogrammet,34637764,..
restaurang- och livsmedelsprogrammet,15077883,..
restaurang- och livsmedelsprogrammet,19647256,"85,7"
restaurang- och livsmedelsprogrammet,16361868,..
restaurang- och livsmedelsprogrammet,19586169,..
restaurang- och livsmedelsprogrammet,25679488,..
restaurang- och livsmedelsprogrammet,31279294,..
restaurang- och livsmedelsprogrammet,36782335,..
restaurang- och livsmedelsprogrammet,90551279,..
restaurang- och livsmedelsprogrammet,93062368,..
restaurang- och livsmedelsprogrammet,15414001,"45,5"
restaurang- och livsmedelsprogrammet,38311488,..
restaurang- och livsmedelsprogrammet,74148070,..
restaurang- och livsmedelsprogrammet,32671805,"45,5"
restaurang- och livsmedelsprogrammet,79606767,..
restaurang- och livsmedelsprogrammet,65136104,.
restaurang- och livsmedelsprogrammet,80327946,"40,5"
restaurang- och livsmedelsprogrammet,86385479,..
restaurang- och livsmedelsprogrammet,70923626,.
restaurang- och livsmedelsprogrammet,47550455,..
restaurang- och livsmedelsprogrammet,20620556,..
restaurang- och livsmedelsprogrammet,19560192,..
restaurang- och livsmedelsprogrammet,46660042,.
restaurang- och livsmedelsprogrammet,40810950,..
restaurang- och livsmedelsprogrammet,17849518,.
restaurang- och livsmedelsprogrammet,66132676,..
restaurang- och livsmedelsprogrammet,19741742,.
restaurang- och livsmedelsprogrammet,97270136,..
restaurang- och livsmedelsprogrammet,30530571,..
restaurang- och livsmedelsprogrammet,11673760,..
restaurang- och livsmedelsprogrammet,38400227,..
restaurang- och livsmedelsprogrammet,60209222,"57,9"
restaurang- och livsmedelsprogrammet,23350817,.
restaurang- och livsmedelsprogrammet,87262566,.
restaurang- och livsmedelsprogrammet,41844601,..
restaurang- och livsmedelsprogrammet,57397381,..
restaurang- och livsmedelsprogrammet,72022487,..
restaurang- och livsmedelsprogrammet,44417214,..
restaurang- och livsmedelsprogrammet,86158933,..
restaurang- och livsmedelsprogrammet,78287294,..
restaurang- och livsmedelsprogrammet,32705515,..
restaurang- och livsmedelsprogrammet,23306658,..
restaurang- och livsmedelsprogrammet,31740319,..
restaurang- och livsmedelsprogrammet,63035915,..
restaurang- och livsmedelsprogrammet,50821167,.
restaurang- och livsmedelsprogrammet,92814975,..
restaurang- och livsmedelsprogrammet,68748767,..
restaurang- och livsmedelsprogrammet,20984584,..
restaurang- och livsmedelsprogrammet,11608031,"71,4"
restaurang- och livsmedelsprogrammet,76007769,..
restaurang- och livsmedelsprogrammet,88894245,..
restaurang- och livsmedelsprogrammet,47884009,"50,0"
restaurang- och livsmedelsprogrammet,75340089,..
restaurang- och livsmedelsprogrammet,31796890,..
restaurang- och livsmedelsprogrammet,69471748,..
restaurang- och livsmedelsprogrammet,60424371,..
restaurang- och livsmedelsprogrammet,37054246,.
restaurang- och livsmedelsprogrammet,18711877,..
restaurang- och livsmedelsprogrammet,28025244,..
restaurang- och livsmedelsprogrammet,16493131,..
restaurang- och livsmedelsprogrammet,48304166,..
restaurang- och livsmedelsprogrammet,68597767,..
restaurang- och livsmedelsprogrammet,38048202,..
restaurang- och livsmedelsprogrammet,40575001,..
restaurang- och livsmedelsprogrammet,12496135,..
restaurang- och livsmedelsprogrammet,42060237,.
restaurang- och livsmedelsprogrammet,56653353,"58,3"
restaurang- och livsmedelsprogrammet,31998226,.
restaurang- och livsmedelsprogrammet,24397215,"22,7"
restaurang- och livsmedelsprogrammet,30677562,..
restaurang- och livsmedelsprogrammet,79845033,..
restaurang- och livsmedelsprogrammet,21627442,"45,5"
restaurang- och livsmedelsprogrammet,16931486,..
restaurang- och livsmedelsprogrammet,19306558,.
restaurang- och livsmedelsprogrammet,37912396,.
restaurang- och livsmedelsprogrammet,29159460,..
restaurang- och livsmedelsprogrammet,89630851,..
restaurang- och livsmedelsprogrammet,69302313,..
restaurang- och livsmedelsprogrammet,27079521,..
restaurang- och livsmedelsprogrammet,14853321,..
restaurang- och livsmedelsprogrammet,92949043,"83,3"
restaurang- och livsmedelsprogrammet,71969230,..
restaurang- och livsmedelsprogrammet,61720981,..
restaurang- och livsmedelsprogrammet,16496466,..
restaurang- och livsmedelsprogrammet,62300682,..
restaurang- och livsmedelsprogrammet,61175914,..
restaurang- och livsmedelsprogrammet,61197669,..
restaurang- och livsmedelsprogrammet,37316242,..
restaurang- och livsmedelsprogrammet,54599691,..
restaurang- och livsmedelsprogrammet,27106031,..
restaurang- och livsmedelsprogrammet,63931325,..
restaurang- och livsmedelsprogrammet,57391913,..
restaurang- och livsmedelsprogrammet,70803636,..
restaurang- och livsmedelsprogrammet,14799321,..
restaurang- och livsmedelsprogrammet,16720048,"30,8"
restaurang- och livsmedelsprogrammet,31380193,..
restaurang- och livsmedelsprogrammet,92816527,..
restaurang- och livsmedelsprogrammet,15149235,..
restaurang- och livsmedelsprogrammet,82160887,..
restaurang- och livsmedelsprogrammet,15933512,"45,2"
restaurang- och livsmedelsprogrammet,12198363,..
restaurang- och livsmedelsprogrammet,18072172,.
restaurang- och livsmedelsprogrammet,85188855,..
restaurang- och livsmedelsprogrammet,39528347,..
restaurang- och livsmedelsprogrammet,53279140,..
restaurang- och livsmedelsprogrammet,56187883,..
restaurang- och livsmedelsprogrammet,51023367,.
samhällsvetenskapsprogrammet,68229719,..
samhällsvetenskapsprogrammet,71262305,..
samhällsvetenskapsprogrammet,55795961,..
samhällsvetenskapsprogrammet,84947634,..
samhällsvetenskapsprogrammet,48009865,..
samhällsvetenskapsprogrammet,82840198,"39,0"
samhällsvetenskapsprogrammet,19464342,..
samhällsvetenskapsprogrammet,60743463,..
samhällsvetenskapsprogrammet,97968599,..
samhällsvetenskapsprogrammet,42218661,..
samhällsvetenskapsprogrammet,74434644,"29,9"
samhällsvetenskapsprogrammet,36263479,"8,6"
samhällsvetenskapsprogrammet,19150273,..
samhällsvetenskapsprogrammet,53400472,.
samhällsvetenskapsprogrammet,97758137,..
samhällsvetenskapsprogrammet,26334561,..
samhällsvetenskapsprogrammet,40386043,..
samhällsvetenskapsprogrammet,59483268,"63,2"
samhällsvetenskapsprogrammet,32879845,..
samhällsvetenskapsprogrammet,88573795,..
samhällsvetenskapsprogrammet,20595770,..
samhällsvetenskapsprogrammet,82814120,..
samhällsvetenskapsprogrammet,45164827,..
samhällsvetenskapsprogrammet,10924758,"62,5"
samhällsvetenskapsprogrammet,34153869,..
samhällsvetenskapsprogrammet,17846181,..
samhällsvetenskapsprogrammet,75082798,..
samhällsvetenskapsprogrammet,23555409,"67,8"
samhällsvetenskapsprogrammet,72266906,"25,5"
samhällsvetenskapsprogrammet,34637764,..
samhällsvetenskapsprogrammet,19912478,"17,5"
samhällsvetenskapsprogrammet,15077883,..
samhällsvetenskapsprogrammet,48434184,..
samhällsvetenskapsprogrammet,51138448,"33,3"
samhällsvetenskapsprogrammet,93939982,"28,9"
samhällsvetenskapsprogrammet,25720752,..
samhällsvetenskapsprogrammet,55155562,"37,0"
samhällsvetenskapsprogrammet,31533003,"50,0"
samhällsvetenskapsprogrammet,16361868,.
samhällsvetenskapsprogrammet,19981611,.
samhällsvetenskapsprogrammet,19586169,..
samhällsvetenskapsprogrammet,24273261,..
samhällsvetenskapsprogrammet,59455288,.
samhällsvetenskapsprogrammet,25679488,..
samhällsvetenskapsprogrammet,35063170,.
samhällsvetenskapsprogrammet,31279294,..
samhällsvetenskapsprogrammet,36782335,"26,8"
samhällsvetenskapsprogrammet,20666515,..
samhällsvetenskapsprogrammet,21648755,"43,9"
samhällsvetenskapsprogrammet,11111710,..
samhällsvetenskapsprogrammet,49616977,..
samhällsvetenskapsprogrammet,54965510,"12,2"
samhällsvetenskapsprogrammet,54164490,..
samhällsvetenskapsprogrammet,20319353,"23,3"
samhällsvetenskapsprogrammet,92194545,..
samhällsvetenskapsprogrammet,64740897,..
samhällsvetenskapsprogrammet,78979604,..
samhällsvetenskapsprogrammet,85068812,.
samhällsvetenskapsprogrammet,78397312,..
samhällsvetenskapsprogrammet,36444853,..
samhällsvetenskapsprogrammet,89837629,..
samhällsvetenskapsprogrammet,12994441,.
samhällsvetenskapsprogrammet,88774402,"62,1"
samhällsvetenskapsprogrammet,75141151,..
samhällsvetenskapsprogrammet,28627819,..
samhällsvetenskapsprogrammet,26627862,..
samhällsvetenskapsprogrammet,48847282,"18,9"
samhällsvetenskapsprogrammet,72517762,.
samhällsvetenskapsprogrammet,38684438,..
samhällsvetenskapsprogrammet,31251822,"46,7"
samhällsvetenskapsprogrammet,90099336,..
samhällsvetenskapsprogrammet,69983740,"52,6"
samhällsvetenskapsprogrammet,12052268,"20,8"
samhällsvetenskapsprogrammet,71597051,..
samhällsvetenskapsprogrammet,40690520,..
samhällsvetenskapsprogrammet,97382366,..
samhällsvetenskapsprogrammet,10638939,.
samhällsvetenskapsprogrammet,21052710,..
samhällsvetenskapsprogrammet,88834120,..
samhällsvetenskapsprogrammet,19207279,..
samhällsvetenskapsprogrammet,53640774,..
samhällsvetenskapsprogrammet,72127035,..
samhällsvetenskapsprogrammet,68734112,..
samhällsvetenskapsprogrammet,92507006,"20,8"
samhällsvetenskapsprogrammet,44653962,..
samhällsvetenskapsprogrammet,50198492,"32,9"
samhällsvetenskapsprogrammet,16313848,"11,7"
samhällsvetenskapsprogrammet,11294673,..
samhällsvetenskapsprogrammet,86327236,.
samhällsvetenskapsprogrammet,41745951,"22,4"
samhällsvetenskapsprogrammet,83137205,"66,7"
samhällsvetenskapsprogrammet,28398531,..
samhällsvetenskapsprogrammet,66335258,..
samhällsvetenskapsprogrammet,54172830,..
samhällsvetenskapsprogrammet,75458014,..
samhällsvetenskapsprogrammet,65136104,..
samhällsvetenskapsprogrammet,56330385,..
samhällsvetenskapsprogrammet,20228162,..
samhällsvetenskapsprogrammet,53462953,"13,8"
samhällsvetenskapsprogrammet,60730660,"45,2"
samhällsvetenskapsprogrammet,82592568,..
samhällsvetenskapsprogrammet,86385479,..
samhällsvetenskapsprogrammet,49862313,..
samhällsvetenskapsprogrammet,99838438,..
samhällsvetenskapsprogrammet,42859669,"13,2"
samhällsvetenskapsprogrammet,99592025,..
samhällsvetenskapsprogrammet,34247736,..
samhällsvetenskapsprogrammet,76877530,..
samhällsvetenskapsprogrammet,47046103,..
samhällsvetenskapsprogrammet,58125096,..
samhällsvetenskapsprogrammet,82914148,.
samhällsvetenskapsprogrammet,20620556,..
samhällsvetenskapsprogrammet,17173461,..
samhällsvetenskapsprogrammet,30468157,..
samhällsvetenskapsprogrammet,66861851,"8,7"
samhällsvetenskapsprogrammet,92858957,"21,8"
samhällsvetenskapsprogrammet,44113417,"30,0"
samhällsvetenskapsprogrammet,67783774,.
samhällsvetenskapsprogrammet,39555838,..
samhällsvetenskapsprogrammet,85214294,..
samhällsvetenskapsprogrammet,82084961,..
samhällsvetenskapsprogrammet,73829818,..
samhällsvetenskapsprogrammet,18881773,.
samhällsvetenskapsprogrammet,78295411,..
samhällsvetenskapsprogrammet,12279302,..
samhällsvetenskapsprogrammet,50500028,"28,6"
samhällsvetenskapsprogrammet,18091973,..
samhällsvetenskapsprogrammet,88466776,"72,2"
samhällsvetenskapsprogrammet,40634612,..
samhällsvetenskapsprogrammet,37358234,..
samhällsvetenskapsprogrammet,21008461,..
samhällsvetenskapsprogrammet,53893730,"15,6"
samhällsvetenskapsprogrammet,42573391,..
samhällsvetenskapsprogrammet,64574972,..
samhällsvetenskapsprogrammet,45830583,..
samhällsvetenskapsprogrammet,48931433,..
samhällsvetenskapsprogrammet,30530571,"10,6"
samhällsvetenskapsprogrammet,78839208,..
samhällsvetenskapsprogrammet,30458073,.
samhällsvetenskapsprogrammet,68920727,..
samhällsvetenskapsprogrammet,27115998,"50,0"
samhällsvetenskapsprogrammet,79516949,..
samhällsvetenskapsprogrammet,96684210,"17,6"
samhällsvetenskapsprogrammet,87207941,..
samhällsvetenskapsprogrammet,23836342,..
samhällsvetenskapsprogrammet,12395564,..
samhällsvetenskapsprogrammet,39149668,..
samhällsvetenskapsprogrammet,48722826,..
samhällsvetenskapsprogrammet,40766349,..
samhällsvetenskapsprogrammet,67554405,"22,4"
samhällsvetenskapsprogrammet,73944169,"35,7"
samhällsvetenskapsprogrammet,94455820,..
samhällsvetenskapsprogrammet,62104139,..
samhällsvetenskapsprogrammet,78872213,..
samhällsvetenskapsprogrammet,58191646,..
